,#NO,RA,DEC,VLSR,FLUX,DFLUX,??
,61,0.00913,0.05355,-11.79799,1.18700,0.17400,1
,61,0.00928,0.05425,-11.79799,1.29000,0.17400,1
,61,0.00974,0.01301,-11.79799,1.23500,0.17400,1
,61,0.02966,0.03361,-11.79799,1.05600,0.17400,1
,62,0.00977,0.01290,-12.21933,1.83800,0.17900,1
,62,0.02975,0.03373,-12.21933,1.16600,0.17900,1
,40,0.40143,-0.21239,-2.94982,2.14200,0.39600,1
,41,0.40147,-0.21285,-3.37116,1.63800,0.31300,1
,47,0.24044,-0.12609,-5.89921,5.35900,0.92700,1
,48,0.24041,-0.12598,-6.32055,6.05200,0.98300,1
,48,0.26885,-0.09044,-6.32055,5.63400,0.98300,1
,49,0.26875,-0.09050,-6.74190,12.26100,0.82500,1
,50,0.26870,-0.09047,-7.16324,10.41300,0.68700,1
,52,0.33439,-0.12068,-8.00592,16.77200,0.69500,1
,52,0.33954,-0.04838,-8.00592,6.80600,0.69800,1
,52,0.33960,-0.07030,-8.00592,4.84700,0.69800,1
,52,0.33984,-0.06989,-8.00592,4.50700,0.69800,1
,53,0.33435,-0.12063,-8.42726,28.63700,0.77400,1
,53,0.33477,-0.12249,-8.42726,13.01400,0.77400,1
,53,0.33951,-0.07000,-8.42726,8.22300,0.77400,1
,53,0.33956,-0.04843,-8.42726,10.88300,0.77400,1
,53,0.33976,-0.06963,-8.42726,5.77900,0.77400,1
,54,0.33430,-0.12056,-8.84860,27.03500,0.67800,1
,54,0.33473,-0.12249,-8.84860,10.25800,0.67900,1
,54,0.33953,-0.04834,-8.84860,9.73500,0.67900,1
,55,0.33426,-0.12052,-9.26994,14.09400,0.41100,1
,63,0.24274,-0.12765,-12.64067,1.26800,0.20100,1
,64,0.24279,-0.12764,-13.06201,1.10600,0.17800,1
,56,0.61601,-0.73248,-9.69128,2.71900,0.22700,1
,57,0.61587,-0.73210,-10.11263,8.97700,0.30400,1
,58,0.61586,-0.73209,-10.53397,9.84300,0.31600,1
,59,0.61585,-0.73215,-10.95531,4.38000,0.22300,1
,17,0.41900,-2.41641,6.74103,1.01500,0.05500,1
,18,0.41900,-2.41643,6.31969,1.42900,0.06300,1
,19,0.41901,-2.41650,5.89834,1.52600,0.06500,1
,20,0.41907,-2.41666,5.47700,1.23800,0.05900,1
,30,0.41036,-2.40083,1.26359,2.62600,0.09300,1
,31,0.40918,-2.39278,0.84225,1.03100,0.13600,1
,31,0.41044,-2.40111,0.84225,3.75800,0.13400,1
,32,0.40922,-2.39277,0.42091,1.47000,0.13200,1
,32,0.41030,-2.40133,0.42091,1.56800,0.13200,1
,32,0.41065,-2.40149,0.42091,2.00500,0.13000,1
,33,0.41246,-2.41320,-0.00043,4.44900,0.17900,1
,33,0.41258,-2.41248,-0.00043,1.64300,0.17900,1
,34,0.41240,-2.41267,-0.42178,11.77500,0.32200,1
,35,0.41230,-2.41233,-0.84312,15.80600,0.42200,1
,35,0.41735,-2.33992,-0.84312,5.25100,0.42800,1
,35,0.41750,-2.36177,-0.84312,5.09400,0.42800,1
,35,0.41771,-2.33990,-0.84312,4.11000,0.42800,1
,35,0.41776,-2.36139,-0.84312,2.74900,0.42800,1
,36,0.41224,-2.41211,-1.26446,12.44400,0.38300,1
,36,0.41740,-2.33921,-1.26446,2.57000,0.38500,1
,36,0.41748,-2.36119,-1.26446,3.19400,0.38500,1
,36,0.41751,-2.33998,-1.26446,3.47900,0.38500,1
,36,0.41759,-2.36163,-1.26446,2.55000,0.37100,1
,37,0.41105,-2.40722,-1.68580,11.39100,0.40800,1
,37,0.41220,-2.41187,-1.68580,4.33000,0.40200,1
,37,0.41621,-2.33452,-1.68580,3.65300,0.41000,1
,37,0.41641,-2.33523,-1.68580,2.42400,0.40100,1
,38,0.41122,-2.40795,-2.10714,22.00800,0.71100,1
,38,0.41637,-2.33505,-2.10714,5.15500,0.73400,1
,38,0.41658,-2.33605,-2.10714,5.96300,0.71500,1
,39,0.41149,-2.40923,-2.52848,37.15700,1.22100,1
,39,0.41680,-2.33670,-2.52848,13.02500,1.24000,1
,40,0.41165,-2.41000,-2.94982,52.55400,1.50500,1
,41,0.41171,-2.41030,-3.37116,40.43700,1.03200,1
,41,0.41673,-2.33796,-3.37116,10.86000,1.04300,1
,41,0.41708,-2.33788,-3.37116,12.76500,1.04300,1
,42,0.41174,-2.41043,-3.79251,13.13400,0.33300,1
,42,0.41698,-2.33822,-3.79251,4.94500,0.33400,1
,43,0.41170,-2.41044,-4.21385,1.37500,0.06700,1
,55,0.46730,-2.37298,-9.26994,1.13100,0.21300,1
,56,0.46726,-2.37326,-9.69128,1.09100,0.21000,1
,58,0.32031,-2.46107,-10.53397,1.25100,0.24200,1
,59,0.32029,-2.46102,-10.95531,1.05000,0.20300,1
,55,0.82454,-4.05106,-9.26994,1.10900,0.19800,1
,56,0.82456,-4.05093,-9.69128,1.42100,0.23600,1
,99,0.89371,-4.83821,-27.80896,1.44700,0.06800,1
,100,0.89385,-4.83840,-28.23030,1.68500,0.09500,1
,101,0.89373,-4.83821,-28.65164,2.82900,0.11200,1
,102,0.89351,-4.83793,-29.07298,1.73500,0.13400,1
,102,0.89390,-4.83831,-29.07298,2.37400,0.13400,1
,103,0.89351,-4.83790,-29.49433,3.12100,0.23600,1
,103,0.89389,-4.83820,-29.49433,4.95100,0.23600,1
,104,0.88929,-4.83199,-29.91567,3.47000,0.50000,1
,104,0.89345,-4.83792,-29.91567,5.87200,0.50000,1
,104,0.89384,-4.83817,-29.91567,11.39000,0.50000,1
,104,0.89881,-4.76534,-29.91567,4.37600,0.50000,1
,104,0.89894,-4.76561,-29.91567,3.14600,0.50000,1
,105,0.88523,-4.84538,-30.33701,5.09000,0.78800,1
,105,0.88907,-4.83191,-30.33701,4.30900,0.79300,1
,105,0.88930,-4.83201,-30.33701,5.03400,0.80200,1
,105,0.89339,-4.83796,-30.33701,9.13900,0.80200,1
,105,0.89380,-4.83819,-30.33701,18.54700,0.80200,1
,105,0.89886,-4.76551,-30.33701,7.81900,0.80200,1
,105,0.90643,-4.84294,-30.33701,5.40700,0.80200,1
,106,0.88521,-4.84567,-30.75835,4.19100,0.81700,1
,106,0.88913,-4.83174,-30.75835,5.32200,0.81200,1
,106,0.89338,-4.83802,-30.75835,10.21000,0.81700,1
,106,0.89379,-4.83825,-30.75835,17.63900,0.81700,1
,106,0.90653,-4.84298,-30.75835,4.77900,0.81700,1
,107,0.89337,-4.83811,-31.17969,8.70900,0.52000,1
,107,0.89382,-4.83841,-31.17969,8.46000,0.52000,1
,108,0.89336,-4.83788,-31.60103,3.37800,0.22600,1
,108,0.89357,-4.83886,-31.60103,3.74000,0.22600,1
,109,0.89330,-4.83813,-32.02237,1.03200,0.09400,1
,109,0.89334,-4.83898,-32.02237,1.39800,0.09400,1
,54,0.61430,-5.36016,-8.84860,2.27900,0.31700,1
,54,0.61457,-5.35915,-8.84860,4.44000,0.33100,1
,55,0.61436,-5.36014,-9.26994,3.68400,0.40800,1
,55,0.61454,-5.35911,-9.26994,8.77700,0.42300,1
,56,0.61436,-5.36029,-9.69128,4.47500,0.54000,1
,56,0.61450,-5.35909,-9.69128,14.01200,0.56200,1
,56,0.61982,-5.28700,-9.69128,4.64500,0.56200,1
,57,0.61418,-5.36027,-10.11263,4.89100,0.60900,1
,57,0.61449,-5.35916,-10.11263,15.72500,0.63900,1
,57,0.61968,-5.28698,-10.11263,6.65300,0.63900,1
,58,0.61391,-5.35993,-10.53397,5.36500,0.59700,1
,58,0.61445,-5.35916,-10.53397,15.19100,0.62900,1
,58,0.61963,-5.28687,-10.53397,5.60300,0.62000,1
,59,0.61377,-5.35968,-10.95531,5.64500,0.51300,1
,59,0.61441,-5.35904,-10.95531,12.54300,0.54100,1
,60,0.61369,-5.35960,-11.37665,4.59200,0.39500,1
,60,0.61437,-5.35889,-11.37665,9.02200,0.41800,1
,61,0.61421,-5.35906,-11.79799,7.06200,0.29000,1
,62,0.61350,-5.35938,-12.21933,2.39100,0.20200,1
,62,0.61422,-5.35877,-12.21933,4.88100,0.21500,1
,63,0.61286,-5.35639,-12.64067,2.15600,0.18400,1
,63,0.61378,-5.35951,-12.64067,1.80500,0.17700,1
,63,0.61411,-5.35864,-12.64067,3.33600,0.18400,1
,64,0.61285,-5.35645,-13.06201,2.28800,0.15500,1
,64,0.61403,-5.35868,-13.06201,2.56200,0.15500,1
,65,0.61271,-5.35662,-13.48336,1.60100,0.11300,1
,65,0.61398,-5.35888,-13.48336,1.25600,0.11200,1
,66,0.61259,-5.35636,-13.90470,2.57800,0.11300,1
,67,0.61240,-5.35605,-14.32604,4.83300,0.16600,1
,68,0.61203,-5.35627,-14.74738,1.21100,0.21100,1
,68,0.61247,-5.35618,-14.74738,5.77000,0.21100,1
,68,0.61813,-5.38137,-14.74738,1.04600,0.20300,1
,69,0.61198,-5.35632,-15.16872,1.28400,0.21700,1
,69,0.61247,-5.35609,-15.16872,5.91700,0.21700,1
,69,0.61823,-5.38128,-15.16872,1.03700,0.20600,1
,70,0.61246,-5.35594,-15.59006,5.55000,0.21500,1
,70,0.61825,-5.38111,-15.59006,1.02800,0.20400,1
,71,0.61211,-5.35573,-16.01140,2.26000,0.28400,1
,71,0.61251,-5.35594,-16.01140,3.92100,0.28400,1
,72,0.68028,-5.27961,-16.43275,3.99900,0.57000,1
,72,0.68473,-5.28573,-16.43275,14.98300,0.57000,1
,72,0.68979,-5.23505,-16.43275,3.07500,0.57000,1
,72,0.68987,-5.21312,-16.43275,7.27500,0.57000,1
,72,0.69002,-5.23458,-16.43275,5.07700,0.57000,1
,73,0.68021,-5.27947,-16.85409,10.02300,1.07400,1
,73,0.68467,-5.28569,-16.85409,32.10300,1.07400,1
,73,0.68972,-5.23484,-16.85409,6.53500,1.07400,1
,73,0.68985,-5.21322,-16.85409,11.26800,1.07400,1
,73,0.69002,-5.23461,-16.85409,9.12900,1.07400,1
,74,0.68011,-5.27937,-17.27543,13.89600,1.52900,1
,74,0.68462,-5.28567,-17.27543,46.34500,1.52900,1
,75,0.68004,-5.27937,-17.69677,12.64700,1.62200,1
,75,0.68454,-5.28563,-17.69677,49.39900,1.61700,1
,76,0.67986,-5.27920,-18.11811,11.70000,1.26400,1
,76,0.68445,-5.28564,-18.11811,38.63700,1.26100,1
,77,0.68413,-5.28487,-18.53945,12.24100,0.82800,1
,77,0.68433,-5.28590,-18.53945,15.64500,0.80100,1
,78,0.68371,-5.28499,-18.96079,6.58700,0.46700,1
,78,0.68418,-5.28542,-18.96079,8.55100,0.46000,1
,79,0.68372,-5.28463,-19.38213,5.34100,0.24100,1
,79,0.68404,-5.28570,-19.38213,2.71100,0.23500,1
,80,0.68367,-5.28493,-19.80348,2.59200,0.12200,1
,82,0.68124,-5.28240,-20.64616,1.53400,0.11400,1
,83,0.68120,-5.28246,-21.06750,2.60300,0.12800,1
,84,0.68109,-5.28232,-21.48884,1.96900,0.14400,1
,86,0.67386,-5.26238,-22.33152,1.00400,0.14300,1
,87,0.67265,-5.26108,-22.75286,1.23600,0.13300,1
,87,0.67377,-5.26236,-22.75286,1.19700,0.13300,1
,88,0.67281,-5.26184,-23.17421,1.90300,0.13400,1
,88,0.67359,-5.26236,-23.17421,1.69200,0.13300,1
,89,0.67322,-5.26249,-23.59555,1.96100,0.12800,1
,89,0.67332,-5.26177,-23.59555,1.71300,0.13100,1
,90,0.67328,-5.26173,-24.01689,1.47800,0.10400,1
,90,0.67351,-5.26278,-24.01689,1.45100,0.10100,1
,42,0.79752,-5.46899,-3.79251,1.39200,0.13500,1
,43,0.79755,-5.46932,-4.21385,1.40900,0.07600,1
,44,0.79757,-5.46915,-4.63519,1.16800,0.06800,1
,49,0.82453,-5.48800,-6.74190,1.40800,0.27100,1
,50,0.82444,-5.48799,-7.16324,1.27300,0.24000,1
,81,0.78916,-5.47022,-20.22482,1.44100,0.10200,1
,82,0.78919,-5.47023,-20.64616,1.52200,0.11600,1
,83,0.79065,-5.47038,-21.06750,1.68800,0.13800,1
,84,0.79061,-5.47020,-21.48884,2.45500,0.14300,1
,85,0.79053,-5.47000,-21.91018,2.72700,0.14400,1
,86,0.79032,-5.46987,-22.33152,2.97600,0.13600,1
,87,0.79024,-5.46951,-22.75286,1.73400,0.13000,1
,112,0.86089,-5.42405,-33.28640,1.44800,0.07700,1
,113,0.86085,-5.42407,-33.70774,1.79700,0.08300,1
,114,0.86083,-5.42416,-34.12908,1.33000,0.07200,1
