,#NO,RA,DEC,VLSR,FLUX,DFLUX,??
,54,0.00021,-0.00034,-8.84971,41.88800,3.26900,1
,54,0.00327,0.01592,-8.84971,83.85900,3.28200,1
,54,0.02287,0.04801,-8.84971,49.12600,3.29900,1
,54,0.02299,0.04862,-8.84971,23.72000,3.29900,1
,55,0.00339,0.01583,-9.27106,96.81600,3.33400,1
,56,0.00339,0.01596,-9.69240,74.73900,3.14800,1
,56,0.00741,0.01963,-9.69240,46.29900,3.14800,1
,56,0.00774,0.01936,-9.69240,19.40800,3.14800,1
,57,0.00952,-0.04321,-10.11375,12.93200,1.98000,1
,58,0.00166,-0.00045,-10.53509,11.99500,1.01100,1
,58,0.00337,0.01629,-10.53509,22.90200,1.01800,1
,58,0.00964,-0.04314,-10.53509,5.75700,1.01800,1
,59,0.00153,-0.00028,-10.95644,5.27800,0.63700,1
,59,0.00339,0.01632,-10.95644,12.85500,0.64700,1
,60,0.00343,0.01625,-11.37779,6.58400,0.45500,1
,63,0.04846,0.07444,-12.64182,5.31900,0.21500,1
,64,0.02555,0.02648,-13.06317,1.98900,0.18800,1
,64,0.04679,0.05762,-13.06317,2.14200,0.18500,1
,65,0.04682,0.05765,-13.48452,1.54800,0.13700,1
,66,0.01237,0.04212,-13.90586,1.64700,0.11600,1
,67,0.01233,0.04217,-14.32721,2.38300,0.13400,1
,68,0.01215,0.04257,-14.74855,1.38000,0.17800,1
,69,0.04644,0.07661,-15.16990,7.79700,0.25500,1
,70,0.04644,0.07674,-15.59125,9.55200,0.27900,1
,71,0.04643,0.07675,-16.01259,5.80200,0.18500,1
,72,0.04652,0.07616,-16.43394,1.01100,0.13100,1
,72,0.06525,0.07174,-16.43394,1.29100,0.12700,1
,73,0.06544,0.07185,-16.85528,5.14900,0.30300,1
,73,0.06719,0.08882,-16.85528,9.98600,0.30600,1
,74,0.06548,0.07192,-17.27663,17.95100,1.07400,1
,74,0.06718,0.08882,-17.27663,39.74200,1.07400,1
,75,0.06718,0.08883,-17.69798,89.14500,2.32100,1
,76,0.06719,0.08883,-18.11932,124.35600,3.23800,1
,77,0.06719,0.08884,-18.54067,111.15400,2.88300,1
,78,0.04404,0.04084,-18.96202,13.97600,1.61700,1
,78,0.04439,0.04073,-18.96202,19.72600,1.61700,1
,78,0.06553,0.07194,-18.96202,26.09700,1.61700,1
,78,0.06720,0.08884,-18.96202,62.30300,1.61700,1
,79,0.04405,0.04088,-19.38336,4.56500,0.57100,1
,79,0.04439,0.04078,-19.38336,6.92800,0.57100,1
,79,0.06553,0.07198,-19.38336,9.37100,0.57100,1
,79,0.06721,0.08884,-19.38336,21.77500,0.57100,1
,80,0.04413,0.04084,-19.80471,1.56700,0.18200,1
,80,0.04450,0.04070,-19.80471,1.61600,0.18200,1
,80,0.06568,0.07176,-19.80471,1.82100,0.18200,1
,80,0.06721,0.08884,-19.80471,5.81700,0.18200,1
,87,0.00386,-0.01938,-22.75413,1.55900,0.13000,1
,87,0.02501,0.01182,-22.75413,1.25900,0.12800,1
,87,0.02676,0.02864,-22.75413,3.20800,0.13000,1
,87,0.03917,0.04732,-22.75413,1.59300,0.13000,1
,88,0.00360,-0.01921,-23.17548,2.79600,0.34200,1
,88,0.00397,-0.01942,-23.17548,4.53700,0.34200,1
,88,0.02509,0.01181,-23.17548,5.53000,0.34200,1
,88,0.02679,0.02865,-23.17548,11.18900,0.34200,1
,88,0.03900,0.04734,-23.17548,7.18000,0.34200,1
,89,0.00386,-0.01936,-23.59682,14.40800,0.88000,1
,89,0.02510,0.01180,-23.59682,14.04800,0.87700,1
,89,0.02679,0.02867,-23.59682,29.23500,0.88000,1
,89,0.03898,0.04737,-23.59682,18.64100,0.88000,1
,90,0.00365,-0.01927,-24.01817,14.91200,1.71000,1
,90,0.00401,-0.01938,-24.01817,22.90700,1.71000,1
,90,0.02512,0.01181,-24.01817,27.07100,1.71000,1
,90,0.02681,0.02869,-24.01817,57.42900,1.71000,1
,91,0.02685,0.02872,-24.43951,85.28300,2.48300,1
,91,0.03901,0.04742,-24.43951,52.31900,2.48300,1
,92,0.02686,0.02876,-24.86086,93.45000,2.68300,1
,92,0.03904,0.04745,-24.86086,58.28300,2.68300,1
,93,0.00374,-0.01929,-25.28221,19.12100,2.10300,1
,93,0.00409,-0.01939,-25.28221,28.24800,2.10300,1
,93,0.02688,0.02874,-25.28221,73.71700,2.10300,1
,94,0.00373,-0.01934,-25.70355,10.70100,1.32800,1
,94,0.00408,-0.01939,-25.70355,19.14800,1.32800,1
,94,0.02520,0.01178,-25.70355,21.16600,1.32800,1
,94,0.02689,0.02868,-25.70355,46.41400,1.32800,1
,94,0.03909,0.04737,-25.70355,28.70600,1.32800,1
,94,0.07885,0.08780,-25.70355,18.98100,1.32800,1
,95,0.00376,-0.01944,-26.12490,6.47000,0.76900,1
,95,0.00410,-0.01947,-26.12490,10.72200,0.76900,1
,95,0.02521,0.01172,-26.12490,12.34900,0.76900,1
,95,0.02691,0.02860,-26.12490,26.95700,0.76900,1
,95,0.03910,0.04727,-26.12490,16.05700,0.76900,1
,95,0.07887,0.08774,-26.12490,11.15400,0.76900,1
,96,0.00377,-0.01952,-26.54624,3.10300,0.38600,1
,96,0.00411,-0.01956,-26.54624,5.13800,0.38600,1
,96,0.02521,0.01168,-26.54624,6.03700,0.38600,1
,96,0.02691,0.02858,-26.54624,13.70700,0.38600,1
,96,0.03911,0.04725,-26.54624,8.25200,0.38600,1
,96,0.07886,0.08769,-26.54624,5.62500,0.38600,1
,97,0.02517,0.01175,-26.96759,2.01500,0.14700,1
,97,0.02690,0.02859,-26.96759,4.78700,0.14700,1
,97,0.03911,0.04728,-26.96759,2.93800,0.14700,1
,38,0.05937,0.07220,-2.10817,1.59800,0.15200,1
,38,0.06114,0.08918,-2.10817,1.88800,0.15400,1
,42,0.02173,0.05665,-3.79356,10.39700,0.52000,1
,43,0.02006,0.03986,-4.21490,6.24100,0.64200,1
,43,0.02170,0.05678,-4.21490,19.38200,0.64100,1
,43,0.03392,0.07552,-4.21490,10.73500,0.64200,1
,43,0.06119,0.08913,-4.21490,6.98400,0.64200,1
,44,0.02006,0.03974,-4.63625,7.76500,0.86300,1
,44,0.02158,0.05692,-4.63625,26.42500,0.85000,1
,44,0.02205,0.02304,-4.63625,5.00600,0.83500,1
,44,0.03388,0.07548,-4.63625,14.39100,0.86300,1
,44,0.06112,0.08927,-4.63625,12.46300,0.86300,1
,45,0.02140,0.05714,-5.05759,26.40800,1.02300,1
,45,0.02190,0.02274,-5.05759,5.71900,1.06200,1
,45,0.03377,0.07561,-5.05759,10.89900,1.06200,1
,45,0.06103,0.08952,-5.05759,21.08600,1.06200,1
,46,0.02125,0.05730,-5.47894,22.79800,1.26200,1
,46,0.06103,0.08951,-5.47894,27.60800,1.30400,1
,47,0.02132,0.05698,-5.90029,14.81700,1.56000,1
,47,0.06106,0.08950,-5.90029,24.76400,1.57200,1
,52,0.02267,0.04801,-8.00702,25.96900,4.17700,1
,52,0.02303,0.04799,-8.00702,82.87000,4.17700,1
,52,0.03514,0.06678,-8.00702,67.52800,4.17700,1
,53,0.02294,0.04805,-8.42836,101.84900,3.81700,1
,53,0.03513,0.06671,-8.42836,64.34300,3.81700,1
,54,0.00812,0.00862,-8.84971,18.49900,2.91400,1
,54,0.02294,0.04812,-8.84971,58.77900,2.91400,1
,55,0.00817,0.00868,-9.27106,25.59600,2.89500,1
,56,0.00753,0.01948,-9.69240,65.36400,2.73600,1
,56,0.05425,0.00873,-9.69240,15.93400,2.74500,1
,57,0.00750,0.01956,-10.11375,49.71500,1.76500,1
,57,0.00916,0.01628,-10.11375,12.64100,1.76700,1
,57,0.01563,0.03466,-10.11375,18.12000,1.76700,1
,57,0.05435,0.00846,-10.11375,9.30700,1.76700,1
,58,0.00747,0.01954,-10.53509,17.26100,1.00400,1
,58,0.00917,0.01632,-10.53509,5.53600,1.00400,1
,58,0.01566,0.03445,-10.53509,5.99200,1.00400,1
,63,0.02557,0.02637,-12.64182,2.55700,0.22100,1
,63,0.04847,0.07429,-12.64182,5.04100,0.22100,1
,64,0.02557,0.02635,-13.06317,2.39800,0.18700,1
,64,0.04673,0.05762,-13.06317,1.82600,0.18600,1
,64,0.04848,0.07431,-13.06317,4.08500,0.18700,1
,65,0.02560,0.02644,-13.48452,1.43400,0.14000,1
,65,0.04683,0.05766,-13.48452,1.50400,0.13700,1
,65,0.04848,0.07517,-13.48452,1.05900,0.13600,1
,65,0.04859,0.07421,-13.48452,1.92800,0.14000,1
,66,0.01246,0.04206,-13.90586,1.57900,0.11100,1
,67,0.01234,0.04217,-14.32721,2.36900,0.12300,1
,68,0.01219,0.04272,-14.74855,1.29800,0.17100,1
,69,0.04642,0.07665,-15.16990,7.71300,0.24700,1
,70,0.04642,0.07675,-15.59125,9.06900,0.27500,1
,71,0.04642,0.07675,-16.01259,5.94400,0.18500,1
,72,0.04641,0.07660,-16.43394,1.16700,0.12900,1
,72,0.06529,0.07169,-16.43394,1.16600,0.12500,1
,73,0.06544,0.07179,-16.85528,5.12600,0.29000,1
,73,0.06716,0.08882,-16.85528,9.74400,0.29300,1
,73,0.07936,0.10741,-16.85528,5.82300,0.29300,1
,74,0.06548,0.07188,-17.27663,17.12300,1.02600,1
,74,0.06716,0.08881,-17.27663,38.07800,1.02700,1
,74,0.07938,0.10745,-17.27663,23.32400,1.02700,1
,75,0.06716,0.08882,-17.69798,83.33000,2.29400,1
,75,0.07939,0.10746,-17.69798,51.50600,2.29400,1
,76,0.06718,0.08882,-18.11932,117.55000,3.23800,1
,76,0.07939,0.10748,-18.11932,72.56600,3.23800,1
,77,0.06718,0.08883,-18.54067,107.10100,2.87100,1
,77,0.07939,0.10750,-18.54067,64.79300,2.87100,1
,78,0.04404,0.04086,-18.96202,14.78400,1.59000,1
,78,0.04437,0.04083,-18.96202,22.31500,1.59000,1
,78,0.06553,0.07191,-18.96202,26.22600,1.59000,1
,78,0.06719,0.08883,-18.96202,58.44800,1.59000,1
,79,0.04406,0.04088,-19.38336,5.95200,0.55600,1
,79,0.04441,0.04082,-19.38336,7.23200,0.55600,1
,79,0.06555,0.07191,-19.38336,8.65900,0.55600,1
,79,0.06720,0.08883,-19.38336,20.55300,0.55600,1
,80,0.06555,0.07196,-19.80471,2.23400,0.17400,1
,80,0.06721,0.08882,-19.80471,5.38900,0.17400,1
,81,0.06729,0.08893,-20.22605,1.20600,0.20900,1
,87,0.02502,0.01185,-22.75413,1.11700,0.11600,1
,87,0.02677,0.02863,-22.75413,3.17000,0.11800,1
,87,0.03915,0.04728,-22.75413,1.61600,0.11800,1
,88,0.02510,0.01181,-23.17548,5.17400,0.29200,1
,88,0.02680,0.02865,-23.17548,11.04200,0.29300,1
,88,0.03899,0.04738,-23.17548,6.83100,0.29300,1
,89,0.02510,0.01182,-23.59682,13.35100,0.74600,1
,89,0.02679,0.02867,-23.59682,29.38400,0.75000,1
,89,0.03899,0.04738,-23.59682,18.81100,0.75000,1
,90,0.02513,0.01184,-24.01817,25.30000,1.48100,1
,90,0.02682,0.02869,-24.01817,57.27500,1.48100,1
,90,0.03673,0.01243,-24.01817,10.09700,1.48100,1
,91,0.02365,0.01231,-24.43951,11.71300,2.06400,1
,91,0.02517,0.01184,-24.43951,37.11600,2.14000,1
,91,0.02685,0.02872,-24.43951,84.05900,2.14000,1
,91,0.03672,0.01257,-24.43951,17.44200,2.14000,1
,91,0.03901,0.04744,-24.43951,51.72100,2.14000,1
,92,0.02373,0.01229,-24.86086,11.31200,2.23500,1
,92,0.02519,0.01186,-24.86086,40.49400,2.30000,1
,92,0.02687,0.02874,-24.86086,91.80300,2.30000,1
,92,0.03674,0.01237,-24.86086,16.20900,2.30000,1
,92,0.03903,0.04749,-24.86086,55.63100,2.30000,1
,93,0.02520,0.01184,-25.28221,31.60100,1.82600,1
,93,0.02688,0.02874,-25.28221,73.14900,1.82600,1
,93,0.03678,0.01236,-25.28221,12.06000,1.82600,1
,94,0.02381,0.02796,-25.70355,7.93600,1.14600,1
,94,0.02520,0.01180,-25.70355,19.84800,1.14400,1
,94,0.02689,0.02869,-25.70355,45.97000,1.14600,1
,94,0.03909,0.04737,-25.70355,27.84100,1.14600,1
,95,0.02372,0.02817,-26.12490,6.06100,0.66200,1
,95,0.02523,0.01173,-26.12490,11.67100,0.66200,1
,95,0.02692,0.02860,-26.12490,26.71300,0.66200,1
,95,0.03910,0.04729,-26.12490,16.25700,0.66200,1
,96,0.02522,0.01171,-26.54624,5.63000,0.33400,1
,96,0.02692,0.02856,-26.54624,13.28000,0.33400,1
,96,0.03911,0.04728,-26.54624,8.04800,0.33400,1
,97,0.02520,0.01170,-26.96759,1.84300,0.13600,1
,97,0.02692,0.02857,-26.96759,4.73100,0.13600,1
,97,0.03911,0.04726,-26.96759,2.79600,0.13600,1
,97,0.07888,0.08774,-26.96759,1.73500,0.13600,1
,128,0.12887,0.09835,-40.02932,1.74400,0.08100,1
,128,0.14114,0.11701,-40.02932,1.18700,0.08100,1
,129,0.12729,0.08131,-40.45066,1.26400,0.10600,1
,129,0.12889,0.09829,-40.45066,2.93900,0.10600,1
,129,0.14107,0.11726,-40.45066,1.47100,0.10600,1
,130,0.12722,0.08135,-40.87201,1.28100,0.10500,1
,130,0.12891,0.09819,-40.87201,3.00700,0.10500,1
,130,0.14117,0.11679,-40.87201,1.35300,0.10500,1
,131,0.12891,0.09814,-41.29336,1.82700,0.07800,1
,91,0.64109,-0.70294,-24.43951,11.12600,2.03600,1
,92,0.64115,-0.70300,-24.86086,11.12600,2.17600,1
,37,0.41529,-2.39478,-1.68683,2.08600,0.10700,1
,37,0.41564,-2.39482,-1.68683,1.05700,0.10700,1
,38,0.41533,-2.39443,-2.10817,6.57100,0.36400,1
,38,0.41541,-2.39528,-2.10817,8.11800,0.36400,1
,39,0.41536,-2.39492,-2.52952,32.87500,1.05500,1
,41,0.41448,-2.41574,-3.37221,21.69800,1.99300,1
,41,0.41613,-2.39857,-3.37221,55.40100,1.99000,1
,42,0.41447,-2.41573,-3.79356,14.49100,1.14600,1
,42,0.41615,-2.39868,-3.79356,38.18500,1.14400,1
,43,0.41608,-2.39894,-4.21490,6.34000,0.44400,1
,43,0.41636,-2.39877,-4.21490,4.26900,0.44400,1
,63,0.80082,-4.91552,-12.64182,1.28000,0.24100,1
,64,0.80077,-4.91561,-13.06317,1.14000,0.20900,1
,50,0.69739,-5.35964,-7.16433,6.57000,1.01000,1
,51,0.69731,-5.35939,-7.58567,6.79000,1.17300,1
,55,0.61447,-5.36646,-9.27106,5.25400,0.90700,1
,55,0.61557,-5.36677,-9.27106,6.01000,0.91700,1
,55,0.61746,-5.34906,-9.27106,5.57000,0.90300,1
,56,0.61398,-5.36562,-9.69240,6.69400,1.07400,1
,56,0.61524,-5.36649,-9.69240,10.56700,1.00600,1
,56,0.61695,-5.34850,-9.69240,8.01900,1.01700,1
,56,0.61770,-5.34932,-9.69240,8.58100,1.07400,1
,57,0.61403,-5.36547,-10.11375,11.70600,1.18900,1
,57,0.61435,-5.36629,-10.11375,7.78800,1.22600,1
,57,0.61537,-5.36625,-10.11375,15.80400,1.18900,1
,57,0.61654,-5.34811,-10.11375,12.30100,1.22600,1
,57,0.61725,-5.34845,-10.11375,8.10500,1.20400,1
,57,0.61737,-5.34944,-10.11375,15.62100,1.22600,1
,58,0.61119,-5.34748,-10.53509,14.12100,1.48300,1
,58,0.61417,-5.36551,-10.53509,20.56300,1.43100,1
,58,0.61534,-5.36595,-10.53509,18.55700,1.46400,1
,58,0.61683,-5.34850,-10.53509,29.24500,1.41000,1
,58,0.62938,-5.33087,-10.53509,10.85900,1.43100,1
,59,0.61104,-5.34736,-10.95644,8.40900,1.48800,1
,59,0.61419,-5.36555,-10.95644,28.58400,1.42200,1
,59,0.61548,-5.36641,-10.95644,16.60900,1.48800,1
,59,0.61605,-5.34865,-10.95644,11.33300,1.47000,1
,59,0.61693,-5.34816,-10.95644,13.82000,1.45800,1
,59,0.61708,-5.34917,-10.95644,21.03300,1.46200,1
,59,0.62938,-5.33065,-10.95644,11.98800,1.45900,1
,60,0.61422,-5.36553,-11.37779,19.98600,1.15900,1
,60,0.61546,-5.36615,-11.37779,16.59700,1.20700,1
,60,0.61628,-5.34820,-11.37779,11.10100,1.20700,1
,60,0.61726,-5.34916,-11.37779,23.68500,1.20100,1
,60,0.62945,-5.33040,-11.37779,12.45200,1.20700,1
,61,0.61390,-5.36532,-11.79913,6.29100,0.84900,1
,61,0.61431,-5.36596,-11.79913,5.62600,0.84900,1
,61,0.61528,-5.36611,-11.79913,11.76800,0.81200,1
,61,0.61724,-5.34901,-11.79913,12.53400,0.84800,1
,61,0.61746,-5.34976,-11.79913,7.86200,0.84900,1
,62,0.61544,-5.36626,-12.22048,7.77400,0.57000,1
,62,0.61734,-5.34954,-12.22048,11.22200,0.58800,1
,62,0.61738,-5.34886,-12.22048,6.81100,0.58800,1
,63,0.61555,-5.36641,-12.64182,5.29500,0.44700,1
,63,0.61733,-5.34947,-12.64182,10.18900,0.46600,1
,63,0.61741,-5.34879,-12.64182,6.16100,0.46600,1
,64,0.61735,-5.34940,-13.06317,8.92800,0.39500,1
,64,0.61748,-5.34883,-13.06317,4.63300,0.39500,1
,68,0.61724,-5.34870,-14.74855,1.65500,0.10200,1
,68,0.61739,-5.34819,-14.74855,1.21800,0.10200,1
,69,0.61745,-5.34837,-15.16990,1.13500,0.09300,1
,70,0.61742,-5.34874,-15.59125,1.01400,0.09300,1
,80,0.68926,-5.28801,-19.80471,6.47900,0.29400,1
,81,0.68602,-5.28772,-20.22605,7.68100,0.76000,1
,81,0.68691,-5.30556,-20.22605,4.26800,0.74600,1
,81,0.68770,-5.30516,-20.22605,9.69500,0.75200,1
,81,0.68923,-5.28759,-20.22605,18.70700,0.76000,1
,81,0.68952,-5.28852,-20.22605,7.76500,0.75900,1
,81,0.69129,-5.31186,-20.22605,6.60000,0.74800,1
,82,0.66615,-5.33575,-20.64740,12.09100,1.45400,1
,82,0.66652,-5.33605,-20.64740,7.60200,1.45400,1
,82,0.68602,-5.28765,-20.64740,14.05200,1.45400,1
,82,0.68757,-5.30505,-20.64740,18.72600,1.42600,1
,82,0.68933,-5.28788,-20.64740,45.60800,1.45400,1
,82,0.69132,-5.31190,-20.64740,11.50000,1.42200,1
,83,0.66619,-5.33582,-21.06875,13.78400,1.68700,1
,83,0.68927,-5.28757,-21.06875,40.22600,1.68700,1
,83,0.68947,-5.28850,-21.06875,20.58500,1.68700,1
,84,0.66621,-5.33587,-21.49009,9.36400,1.18300,1
,84,0.66658,-5.33622,-21.49009,6.12500,1.18300,1
,84,0.68607,-5.28783,-21.49009,15.48100,1.18300,1
,84,0.68757,-5.30503,-21.49009,15.20000,1.16200,1
,84,0.68936,-5.28788,-21.49009,36.01900,1.18300,1
,85,0.68606,-5.28775,-21.91144,6.43200,0.52000,1
,85,0.68758,-5.30502,-21.91144,6.29400,0.51200,1
,85,0.68937,-5.28789,-21.91144,15.93900,0.52000,1
,86,0.68759,-5.30501,-22.33278,1.45500,0.16100,1
,71,0.85364,-5.44046,-16.01259,1.68300,0.09800,1
,72,0.85171,-5.45795,-16.43394,1.09100,0.10600,1
,72,0.85358,-5.44038,-16.43394,2.46800,0.11000,1
,73,0.85172,-5.45778,-16.85528,1.07400,0.11000,1
,73,0.85359,-5.44040,-16.85528,1.72000,0.11600,1
,81,0.74434,-5.35853,-20.22605,5.03100,0.88300,1
,81,0.78203,-5.37650,-20.22605,5.74600,0.88300,1
,82,0.74435,-5.35854,-20.64740,10.05600,1.64600,1
,82,0.76892,-5.36969,-20.64740,9.52800,1.64600,1
,82,0.78204,-5.37666,-20.64740,9.97000,1.64600,1
,83,0.76890,-5.36968,-21.06875,11.46800,1.89600,1
,83,0.78208,-5.37674,-21.06875,11.44100,1.89600,1
