Index 	 Vlsr 		 RA 	 DEC 	 mux (mas) 	 muxerr (mas) 	 muy (mas) 	 muyerr (mas) 	 detections 
32 	 -17.30000 	 0.68462 	 -5.28567 	 1.86858 	 2.46282 	 -11.98507 	 4.33658 	 0110000
33 	 -17.70000 	 0.68454 	 -5.28563 	 2.16276 	 2.46834 	 -12.31194 	 4.39653 	 0110000
34 	 -18.10000 	 0.68445 	 -5.28564 	 1.11679 	 2.32126 	 -9.68612 	 4.21178 	 0110000
35 	 -19.80000 	 0.68367 	 -5.28493 	 1.68881 	 0.07704 	 -13.83731 	 0.07704 	 0110000
36 	 -20.20000 	 0.68403 	 -5.28784 	 2.49605 	 0.04566 	 0.15679 	 0.34126 	 0010100
37 	 -17.70000 	 0.68004 	 -5.27937 	 2.88731 	 0.92782 	 -14.95410 	 2.71908 	 0110000
38 	 -18.10000 	 0.67986 	 -5.27920 	 4.00410 	 0.75359 	 -16.75187 	 2.13614 	 0110000
39 	 -20.60000 	 0.68124 	 -5.28240 	 2.88731 	 0.07705 	 -17.10597 	 0.07704 	 0110000
40 	 -21.10000 	 0.68120 	 -5.28246 	 2.99627 	 0.07705 	 -16.72463 	 0.07703 	 0110000
41 	 -25.70000 	 0.89725 	 -4.83298 	 -0.23548 	 0.16647 	 -11.06774 	 0.16654 	 0000011
42 	 -26.10000 	 0.89722 	 -4.83291 	 -0.11774 	 0.16653 	 -13.65806 	 0.16649 	 0000011
43 	 -26.50000 	 0.89722 	 -4.83290 	 -0.23548 	 0.16647 	 -14.83548 	 0.16651 	 0000011
44 	 -26.90000 	 0.89721 	 -4.83288 	 -0.35323 	 0.16653 	 -15.54194 	 0.16653 	 0000011
45 	 -27.40000 	 0.89719 	 -4.83292 	 -0.35323 	 0.16649 	 -15.30645 	 0.16650 	 0000011
46 	 -27.80000 	 0.89715 	 -4.83301 	 0.23548 	 0.16653 	 -13.54032 	 0.16653 	 0000011
47 	 -28.20000 	 0.89710 	 -4.83305 	 0.94194 	 0.16653 	 -12.00968 	 0.16648 	 0000011
48 	 -28.60000 	 0.89706 	 -4.83303 	 1.17742 	 0.16653 	 -12.00968 	 0.16652 	 0000011
49 	 -29.10000 	 0.89704 	 -4.83299 	 0.58871 	 0.16648 	 -13.42258 	 0.16653 	 0000011
50 	 -29.50000 	 0.89701 	 -4.83299 	 0.11774 	 0.16653 	 -13.77581 	 0.16649 	 0000011
51 	 -29.90000 	 0.89700 	 -4.83303 	 -0.11774 	 0.16641 	 -12.83387 	 0.16650 	 0000011
52 	 -30.30000 	 0.89698 	 -4.83308 	 0.11774 	 0.16653 	 -11.65645 	 0.16649 	 0000011
53 	 -30.70000 	 0.89695 	 -4.83313 	 0.70645 	 0.16649 	 -10.00806 	 0.16647 	 0000011
54 	 -29.90000 	 0.88929 	 -4.83199 	 -1.90672 	 0.07704 	 -10.95000 	 0.07705 	 0110000
55 	 -29.10000 	 0.89360 	 -4.83549 	 0.48000 	 0.29934 	 -14.35371 	 0.68025 	 1110000
56 	 -29.50000 	 0.89357 	 -4.83557 	 0.13696 	 0.04685 	 -12.96268 	 0.46007 	 1110000
57 	 -30.30000 	 0.89341 	 -4.83648 	 0.47110 	 0.39389 	 -10.76611 	 0.41226 	 1110000
58 	 -30.80000 	 0.89345 	 -4.83676 	 0.74634 	 1.04995 	 -7.51791 	 2.17002 	 1100000
59 	 -31.20000 	 0.89324 	 -4.83601 	 0.77423 	 0.36078 	 -10.35485 	 0.35395 	 1110000
60 	 -31.60000 	 0.89316 	 -4.83594 	 1.11443 	 0.04683 	 -9.79872 	 0.90422 	 1110000
61 	 -32.00000 	 0.89283 	 -4.83645 	 2.66940 	 0.80985 	 -11.46754 	 1.64377 	 1100000
62 	 -27.80000 	 0.89371 	 -4.83821 	 -0.32687 	 0.07704 	 -10.51418 	 0.07703 	 0110000
63 	 -28.20000 	 0.89385 	 -4.83840 	 -1.08955 	 0.16197 	 -9.56082 	 1.44449 	 0110000
64 	 -48.00000 	 0.86809 	 -4.01922 	 6.71129 	 0.16653 	 -26.60968 	 0.16650 	 0000011
65 	 -48.40000 	 0.86807 	 -4.01918 	 6.94677 	 0.16652 	 -26.49194 	 0.16650 	 0000011
66 	 -48.90000 	 0.86807 	 -4.01915 	 6.82903 	 0.16649 	 -25.90323 	 0.16650 	 0000011
67 	 -49.30000 	 0.86811 	 -4.01913 	 6.47581 	 0.16650 	 -25.07903 	 0.16647 	 0000011
68 	 -36.20000 	 0.82700 	 -4.01680 	 7.65323 	 0.16653 	 -25.66774 	 0.16650 	 0000011
69 	 -36.60000 	 0.82718 	 -4.01680 	 6.71129 	 0.16653 	 -25.78548 	 0.16654 	 0000011
70 	 -37.10000 	 0.82728 	 -4.01677 	 5.88710 	 0.16648 	 -26.13871 	 0.16650 	 0000011
71 	 -1.70000 	 0.41546 	 -2.39480 	 2.61657 	 0.84904 	 -7.93765 	 2.75350 	 0000110
72 	 -2.10000 	 0.41537 	 -2.39486 	 2.17382 	 0.09517 	 -4.42773 	 0.95835 	 0000111
73 	 -2.50000 	 0.41536 	 -2.39492 	 2.08242 	 0.04528 	 -3.77836 	 0.04528 	 0000111
74 	 -3.40000 	 0.41613 	 -2.39857 	 0.42439 	 0.62141 	 3.38321 	 2.75103 	 0000111
75 	 -3.80000 	 0.41615 	 -2.39868 	 1.73325 	 0.04379 	 -2.61133 	 0.04378 	 0000111
76 	 -4.20000 	 0.41622 	 -2.39886 	 1.27530 	 0.43752 	 -2.92440 	 0.26752 	 0000110
77 	 -2.90000 	 0.41612 	 -2.39721 	 2.59032 	 3.90555 	 -7.59435 	 17.91520 	 0000011
78 	 0.80000 	 0.40894 	 -2.39200 	 1.30746 	 0.07703 	 -4.24925 	 0.07704 	 1100000
79 	 0.40000 	 0.40897 	 -2.39186 	 1.36194 	 0.07705 	 -4.95746 	 0.07705 	 1100000
80 	 0.40000 	 0.41209 	 -2.41240 	 -0.01763 	 0.27909 	 4.06085 	 1.09690 	 1001000
81 	 -0.00000 	 0.41207 	 -2.41199 	 -0.83944 	 0.10235 	 5.42967 	 0.53801 	 1101000
82 	 -0.40000 	 0.41191 	 -2.41150 	 -0.61828 	 0.03669 	 5.60129 	 0.03685 	 1111000
83 	 -0.80000 	 0.41174 	 -2.41074 	 -0.34077 	 0.03659 	 4.44043 	 0.03684 	 1111000
84 	 -1.30000 	 0.41128 	 -2.40917 	 -0.26463 	 0.03679 	 4.21081 	 0.03685 	 1111000
85 	 -1.70000 	 0.41099 	 -2.40813 	 1.20011 	 0.36235 	 -2.69904 	 1.58377 	 1111000
86 	 -2.10000 	 0.41104 	 -2.40820 	 1.66233 	 0.03653 	 -5.80983 	 0.03685 	 1111000
87 	 -2.50000 	 0.41102 	 -2.40854 	 1.40713 	 0.25730 	 -4.28710 	 1.57147 	 1111000
88 	 -3.40000 	 0.41135 	 -2.40984 	 0.92200 	 0.22978 	 -2.01208 	 1.42328 	 1111000
89 	 -3.80000 	 0.41152 	 -2.41086 	 0.77328 	 0.24469 	 -0.70102 	 1.52038 	 1111000
90 	 -4.20000 	 0.41134 	 -2.41002 	 1.96119 	 0.07704 	 -2.28806 	 0.07704 	 1100000
91 	 -2.90000 	 0.41165 	 -2.41000 	 0.87444 	 0.27941 	 -2.20577 	 1.73619 	 0111000
92 	 -9.70000 	 0.61506 	 -0.73245 	 5.17537 	 0.07704 	 -0.16343 	 0.07704 	 1100000
93 	 -10.10000 	 0.61500 	 -0.73223 	 4.73955 	 0.07704 	 0.70821 	 0.07704 	 1100000
94 	 -10.50000 	 0.61497 	 -0.73219 	 4.84851 	 0.07705 	 0.54478 	 0.07704 	 1100000
95 	 -11.00000 	 0.61494 	 -0.73221 	 4.95746 	 0.07703 	 0.32687 	 0.07705 	 1100000
96 	 -8.00000 	 0.33353 	 -0.12093 	 4.68507 	 0.07703 	 1.36194 	 0.07704 	 1100000
97 	 -8.40000 	 0.33348 	 -0.12081 	 4.30374 	 0.03852 	 -0.35413 	 0.03852 	 1110000
98 	 -9.30000 	 0.33337 	 -0.12050 	 4.14032 	 0.03852 	 0.40858 	 0.03852 	 1110000
99 	 -8.80000 	 0.33430 	 -0.12056 	 3.92239 	 0.07704 	 -1.79776 	 0.07704 	 0110000
100 	 -49.30000 	 0.11264 	 0.11875 	 33.08548 	 0.16648 	 189.56452 	 0.16649 	 0000011
101 	 -9.30000 	 0.05999 	 0.09398 	 1.17742 	 0.14370 	 2.88468 	 0.31706 	 0000011
102 	 -2.10000 	 0.06115 	 0.08917 	 4.11003 	 0.02581 	 8.22959 	 0.02581 	 0000111
103 	 -5.50000 	 0.06104 	 0.08951 	 2.25596 	 0.17281 	 4.71861 	 0.98604 	 0000110
104 	 -5.90000 	 0.06106 	 0.08950 	 1.07741 	 0.57782 	 5.16717 	 1.79048 	 0000110
105 	 -2.50000 	 0.06145 	 0.09050 	 1.20097 	 0.81367 	 -0.09419 	 0.86081 	 0000011
106 	 -17.30000 	 0.06717 	 0.08882 	 -1.36325 	 0.15696 	 -0.04398 	 0.26445 	 0000110
107 	 -17.30000 	 0.06515 	 0.08854 	 0.41210 	 0.09492 	 5.59274 	 0.15350 	 0000011
108 	 -15.20000 	 0.04643 	 0.07663 	 -0.96747 	 0.04353 	 3.49608 	 0.07830 	 0000110
109 	 -15.60000 	 0.04643 	 0.07674 	 -0.63356 	 0.03542 	 3.46686 	 0.03513 	 0000111
110 	 -1.70000 	 0.05800 	 0.07005 	 2.32227 	 0.15162 	 3.02716 	 1.17713 	 0001100
111 	 -10.10000 	 0.05489 	 0.07143 	 -0.52984 	 1.22344 	 -3.53226 	 1.37420 	 0000011
112 	 -10.50000 	 0.05486 	 0.07144 	 -0.49452 	 0.84128 	 -3.61468 	 2.85917 	 0000011
113 	 -10.90000 	 0.05486 	 0.07153 	 -0.50629 	 1.09038 	 -2.73161 	 2.33982 	 0000011
114 	 -21.90000 	 0.04159 	 0.02149 	 0.35323 	 0.11654 	 4.41532 	 0.09492 	 0000011
115 	 -4.20000 	 0.02871 	 0.06532 	 -0.52984 	 1.23090 	 4.12097 	 1.10987 	 0000011
116 	 -5.50000 	 0.02887 	 0.06516 	 -1.62484 	 1.09799 	 4.00323 	 0.54546 	 0000011
117 	 -5.90000 	 0.02863 	 0.06555 	 1.05968 	 0.14372 	 0.29435 	 0.24248 	 0000011
118 	 -7.20000 	 -0.00553 	 -0.05098 	 0.96698 	 0.45765 	 0.29963 	 0.31309 	 1010000
119 	 -7.60000 	 -0.00541 	 -0.05117 	 0.50392 	 0.37692 	 0.47668 	 0.22231 	 1010000
120 	 -7.60000 	 -0.00527 	 -0.07250 	 1.82500 	 0.63975 	 -1.17127 	 0.36900 	 0110000
121 	 -8.00000 	 -0.00522 	 -0.07242 	 1.52537 	 0.61802 	 -1.47090 	 0.35291 	 0110000
122 	 -8.00000 	 -0.00890 	 -0.01161 	 1.60709 	 0.85049 	 0.19067 	 2.21153 	 1100000
123 	 -8.40000 	 -0.00899 	 -0.01189 	 1.41642 	 0.07704 	 4.03134 	 0.07704 	 1100000
124 	 -8.80000 	 0.00322 	 0.01710 	 -1.32384 	 0.04101 	 0.21560 	 0.04277 	 0010101
125 	 -9.30000 	 0.00326 	 0.01718 	 0.02823 	 0.01314 	 -1.35813 	 0.01314 	 0010110
126 	 -9.70000 	 0.00327 	 0.01713 	 0.12585 	 0.01314 	 -1.34954 	 0.01314 	 0010110
127 	 -8.40000 	 0.00315 	 0.01590 	 -1.52083 	 0.23450 	 2.68947 	 1.27757 	 0000101
128 	 -10.50000 	 0.00337 	 0.01629 	 -0.51298 	 0.39660 	 2.98549 	 1.47253 	 0000111
129 	 -11.40000 	 0.00343 	 0.01625 	 0.65537 	 0.04379 	 -1.68440 	 0.04379 	 0000111
130 	 -10.10000 	 0.00325 	 0.01682 	 -1.09500 	 2.98006 	 -0.23548 	 10.86696 	 0000011
131 	 -10.90000 	 0.00329 	 0.01721 	 4.03855 	 1.67568 	 -17.89677 	 6.68736 	 0000011
132 	 -11.80000 	 0.00360 	 0.01583 	 -0.47097 	 0.16650 	 3.17903 	 0.16651 	 0000011
133 	 -10.50000 	 0.00412 	 0.01378 	 3.35565 	 2.04011 	 -6.29919 	 3.87570 	 0000011
134 	 -10.90000 	 0.00416 	 0.01376 	 4.00323 	 0.16658 	 -6.71129 	 0.16653 	 0000011
