[[0.6238404851020383, 0.6243895601519436, -5.354049682036527, -5.35198063857965]]
[[0.616040914853481, 0.6185278614288184, -5.351974378646397, -5.347906049437141]]
0.793319432425165, 0.8014459172189872, -5.476044070699639, -5.464527872953896
0.7853591671864738, 0.7931851437958425, -5.47688586858999, -5.464301918693397
0.8533378184150388, 0.8558049304692572, -5.446423276110735, -5.442334387420877
0.8584719573177786, 0.8614006595289582, -5.424565709736931, -5.420567956300254
0.6714992961966775, 0.6744571616464025, -5.266687262038734, -5.256543147666572
0.6885035089919104, 0.6913523027710307, -5.294793684680585, -5.285952906061816
0.6829364661435139, 0.6860470145318734, -5.289882263258911, -5.284023290740258
0.6791797205353208, 0.6824979056897578, -5.2862966106810045, -5.278704886884509
0.8965726074548686, 0.8977614369189317, -4.834507839744584, -4.832613739502657
0.8886107309211762, 0.889550126306699, -4.834367557604331, -4.831419193077511
0.8924742337696867, 0.8943160497713217, -4.842864249706897, -4.835207494199822
0.8667844633157422, 0.8699564627830623, -4.02247287803446, -4.017239685978788
0.8257578917159943, 0.8303671605501852, -4.020904280677953, -4.0152928063019635
0.41517178373003494, 0.41676773465347616, -2.399999795009902, -2.394103006838148
0.41897692982600604, 0.4192315694619697, -2.416681853526719, -2.4158008596870504
0.40888546388908664, 0.4093162333766718, -2.3930595333845193, -2.391541944019038
0.4102824763739267, 0.4130211928066269, -2.4155109640055694, -2.4053110511813007
0.6142639698402043, 0.6166142707190002, -0.7332526919995467, -0.7313863312808825
0.3331113495645265, 0.3358711496090396, -0.12240610465935377, -0.1202411204770845
0.10820960051001229, 0.12207303941113823, 0.11405028835160522, 0.13856369452389095
0.07777538795322259, 0.07941052563928129, 0.08398696296280231, 0.08824547019295806
0.05960917767525215, 0.06065252433857728, 0.09355713389584083, 0.09437041306065234
0.060772040155736916, 0.06289231105705088, 0.08888024063843276, 0.09226099929997582
0.06641979076673987, 0.0673577046743774, 0.08868276980270196, 0.08905457873576154
0.06500141599876555, 0.06532559685706481, 0.08843798180525621, 0.08907966932796631
0.05133197786122336, 0.053335174951438705, 0.07767906143218578, 0.08294289495939888
0.04931859491269357, 0.049928457917319084, 0.07305349571187122, 0.07383257162971925
0.04892405939832736, 0.04918886329018408, 0.07509615341015687, 0.07590972001565145
0.04616590152030444, 0.04689883376180166, 0.07594434024863891, 0.0783405620888123
0.05678178404560144, 0.0601870848930031, 0.0670533095119491, 0.07317135495501365
0.05456780285365703, 0.055099303260188005, 0.07069479970110133, 0.07184705863035466
0.041235625744871815, 0.041773943984464025, 0.020475108096008908, 0.022232197645898198
0.03622141725075256, 0.03666172401143478, 0.016993768352276076, 0.017251515176198752
0.028313124246000503, 0.029116776014389032, 0.06465948247363343, 0.06614214809154353
-0.0074259922093632665, -0.004311399180966694, -0.05655820346275565, -0.04849089481585007
-0.006347482126426445, -0.004247840529331906, -0.073422634826445, -0.07169924307481236
-0.009145946134176132, -0.008297001988941479, -0.013245343815972045, -0.010566340105734812
0.002601516163614608, 0.0036598260182491293, 0.014858537572423444, 0.018304227228708815
0.004096459009385521, 0.004653356516519298, 0.012575817791812341, 0.014042343604021318
0.0033729460514574736, 0.00453602428521851, 0.005673442185702251, 0.008434348788674315
-0.00941888263033639, -0.008112164587386717, -0.013291510571955541, -0.01067378338764153
