,#NO,RA,DEC,VLSR,FLUX,DFLUX,??
,34,0.41171,-2.41051,-0.42747,15.25100,0.38000,1
,34,0.41173,-2.41112,-0.42747,15.87600,0.38000,1
,34,0.41207,-2.41209,-0.42747,17.36400,0.37100,1
,34,0.41245,-2.41393,-0.42747,8.11900,0.38000,1
,35,0.41147,-2.40973,-0.84884,10.50000,0.41000,1
,35,0.41182,-2.41158,-0.84884,28.87600,0.41000,1
,35,0.41193,-2.41092,-0.84884,12.78500,0.41000,1
,36,0.41055,-2.40628,-1.27021,7.67900,0.33100,1
,36,0.41067,-2.40725,-1.27021,3.82600,0.33100,1
,36,0.41123,-2.40897,-1.27021,3.89700,0.33100,1
,36,0.41149,-2.40991,-1.27021,16.06800,0.33100,1
,36,0.41178,-2.41152,-1.27021,19.55300,0.33100,1
,36,0.41198,-2.41109,-1.27021,8.17900,0.33100,1
,37,0.41041,-2.40552,-1.69158,13.94900,0.53200,1
,37,0.41044,-2.40680,-1.69158,6.72800,0.51400,1
,37,0.41067,-2.40693,-1.69158,29.17800,0.53200,1
,37,0.41109,-2.40749,-1.69158,9.93300,0.53200,1
,37,0.41137,-2.40993,-1.69158,11.79600,0.49300,1
,37,0.41197,-2.41209,-1.69158,7.84700,0.53200,1
,38,0.41068,-2.40719,-2.11295,66.14200,1.25800,1
,38,0.41078,-2.40784,-2.11295,17.33200,1.25800,1
,38,0.41082,-2.40650,-2.11295,19.91700,1.25800,1
,38,0.41115,-2.40888,-2.11295,17.71400,1.25800,1
,38,0.41116,-2.40793,-2.11295,23.50800,1.23400,1
,38,0.41118,-2.40949,-2.11295,54.74500,1.25800,1
,38,0.41150,-2.40955,-2.11295,19.09200,1.25800,1
,39,0.41079,-2.40741,-2.53431,76.13600,1.89100,1
,39,0.41125,-2.40967,-2.53431,115.62100,1.95800,1
,40,0.41123,-2.40975,-2.95568,141.90100,1.84500,1
,40,0.41134,-2.40904,-2.95568,49.18700,1.84500,1
,40,0.41149,-2.41129,-2.95568,87.03700,1.84500,1
,40,0.41175,-2.41102,-2.95568,20.03800,1.84500,1
,41,0.41099,-2.40828,-3.37705,30.47600,1.00300,1
,41,0.41122,-2.40985,-3.37705,81.54000,1.00300,1
,41,0.41152,-2.40974,-3.37705,32.29800,1.00300,1
,41,0.41166,-2.41149,-3.37705,18.37700,1.00300,1
,42,0.41133,-2.40998,-3.79842,27.74900,0.30400,1
,42,0.41170,-2.41173,-3.79842,5.47200,0.30400,1
,43,0.41134,-2.41002,-4.21979,3.73500,0.12900,1
,53,0.94367,-4.81359,-8.43347,4.03200,0.32400,1
,53,0.94394,-4.81435,-8.43347,7.55100,0.32000,1
,54,0.94368,-4.81355,-8.85484,3.49500,0.28600,1
,54,0.94394,-4.81433,-8.85484,6.86700,0.28300,1
,56,0.80618,-4.93204,-9.69758,1.48000,0.24700,1
,57,0.80611,-4.93210,-10.11895,1.73000,0.27300,1
,69,0.97715,-4.90889,-15.17537,1.33100,0.23600,1
,70,0.97720,-4.90888,-15.59674,1.26000,0.21100,1
,102,0.89360,-4.83549,-29.08053,2.32000,0.11400,1
,103,0.89357,-4.83557,-29.50190,7.14100,0.14100,1
,104,0.89350,-4.83560,-29.92327,17.44700,0.22400,1
,105,0.89302,-4.83645,-30.34464,3.54700,0.32800,1
,105,0.89349,-4.83564,-30.34464,28.59000,0.33400,1
,105,0.89371,-4.83734,-30.34464,5.32600,0.33400,1
,106,0.89303,-4.83638,-30.76601,5.28800,0.35200,1
,106,0.89346,-4.83568,-30.76601,30.12800,0.35400,1
,106,0.89364,-4.83768,-30.76601,2.43000,0.35400,1
,106,0.89366,-4.83728,-30.76601,10.14900,0.35400,1
,107,0.89304,-4.83624,-31.18738,7.80000,0.27000,1
,107,0.89345,-4.83578,-31.18738,18.28400,0.27200,1
,108,0.89314,-4.83647,-31.60874,8.43600,0.18000,1
,108,0.89318,-4.83540,-31.60874,5.69300,0.18200,1
,109,0.89262,-4.83642,-32.03011,1.70300,0.14100,1
,109,0.89304,-4.83648,-32.03011,6.16100,0.14100,1
,110,0.89285,-4.83648,-32.45148,3.45900,0.12200,1
,52,0.61455,-5.35838,-8.01211,2.25800,0.26300,1
,53,0.61442,-5.35938,-8.43347,2.24700,0.29600,1
,53,0.61451,-5.35836,-8.43347,7.95400,0.30900,1
,54,0.61404,-5.35933,-8.85484,2.56500,0.29400,1
,54,0.61447,-5.35842,-8.85484,16.05800,0.31000,1
,55,0.61306,-5.35825,-9.27621,5.50900,0.30800,1
,55,0.61442,-5.35851,-9.27621,21.06100,0.31400,1
,56,0.61289,-5.35839,-9.69758,5.36500,0.32900,1
,56,0.61320,-5.35824,-9.69758,4.16000,0.33000,1
,56,0.61437,-5.35859,-9.69758,23.07300,0.32800,1
,57,0.61304,-5.35855,-10.11895,9.59800,0.35900,1
,57,0.61432,-5.35876,-10.11895,24.32200,0.35900,1
,58,0.61307,-5.35884,-10.54032,9.87400,0.36800,1
,58,0.61426,-5.35890,-10.54032,25.15900,0.36500,1
,59,0.61287,-5.35894,-10.96169,5.32900,0.31900,1
,59,0.61322,-5.35898,-10.96169,4.44600,0.31900,1
,59,0.61418,-5.35898,-10.96169,19.92000,0.31200,1
,60,0.61355,-5.35969,-11.38305,5.22000,0.23600,1
,60,0.61419,-5.35879,-11.38305,13.13800,0.24600,1
,61,0.61360,-5.36042,-11.80442,3.32100,0.17700,1
,61,0.61406,-5.35856,-11.80442,7.97600,0.18600,1
,62,0.61242,-5.35571,-12.22579,1.98100,0.14800,1
,62,0.61362,-5.36068,-12.22579,2.55800,0.15000,1
,62,0.61387,-5.35848,-12.22579,3.94500,0.15000,1
,62,0.61407,-5.35794,-12.22579,1.73800,0.15000,1
,63,0.61255,-5.35595,-12.64716,2.28800,0.13600,1
,63,0.61368,-5.36085,-12.64716,1.90200,0.13800,1
,63,0.61381,-5.35808,-12.64716,2.60300,0.13700,1
,64,0.61262,-5.35580,-13.06853,2.16000,0.12400,1
,64,0.61386,-5.35846,-13.06853,1.00600,0.13200,1
,65,0.61276,-5.35596,-13.48990,1.92400,0.13000,1
,66,0.61121,-5.35586,-13.91127,2.34100,0.13300,1
,66,0.61209,-5.35505,-13.91127,1.97700,0.13300,1
,66,0.61235,-5.35599,-13.91127,2.22500,0.13300,1
,67,0.61092,-5.35599,-14.33263,2.43700,0.16200,1
,67,0.61121,-5.35586,-14.33263,2.30000,0.16200,1
,67,0.61205,-5.35547,-14.33263,8.97300,0.15900,1
,68,0.61207,-5.35534,-14.75400,15.98300,0.21800,1
,69,0.61209,-5.35528,-15.17537,18.61100,0.24300,1
,69,0.62524,-5.37947,-15.17537,1.17500,0.23500,1
,70,0.61213,-5.35522,-15.59674,16.37700,0.21300,1
,70,0.62526,-5.37953,-15.59674,1.36900,0.20700,1
,71,0.61218,-5.35516,-16.01811,12.30600,0.17900,1
,71,0.62520,-5.37928,-16.01811,1.15800,0.17400,1
,72,0.61217,-5.35511,-16.43948,7.53800,0.17200,1
,72,0.62506,-5.37923,-16.43948,1.10600,0.16800,1
,72,0.68390,-5.28257,-16.43948,6.02600,0.17200,1
,73,0.61184,-5.35516,-16.86085,1.05700,0.19600,1
,73,0.61222,-5.35515,-16.86085,3.21100,0.19600,1
,73,0.68383,-5.28248,-16.86085,12.77600,0.19600,1
,74,0.68373,-5.28232,-17.28221,19.05400,0.24300,1
,75,0.68364,-5.28231,-17.70358,22.86900,0.26800,1
,76,0.68359,-5.28226,-18.12495,19.62400,0.24100,1
,77,0.68355,-5.28229,-18.54632,11.47900,0.17600,1
,78,0.68337,-5.28227,-18.96769,3.87200,0.13500,1
,79,0.68270,-5.28120,-19.38906,2.00200,0.12600,1
,80,0.68262,-5.28116,-19.81042,1.20100,0.12900,1
,85,0.67318,-5.25939,-21.91727,7.11500,0.48300,1
,86,0.67298,-5.25930,-22.33864,8.55100,0.42200,1
,87,0.67250,-5.25892,-22.76000,19.67300,0.36300,1
,88,0.67237,-5.25879,-23.18137,50.02600,0.55600,1
,89,0.67232,-5.25874,-23.60274,81.16100,0.84600,1
,89,0.68545,-5.28319,-23.60274,5.70600,0.83300,1
,90,0.67189,-5.25693,-24.02411,18.50500,0.86200,1
,90,0.67228,-5.25870,-24.02411,82.95200,0.86200,1
,90,0.68541,-5.28323,-24.02411,5.85500,0.84600,1
,91,0.67189,-5.25693,-24.44548,11.67600,0.54300,1
,91,0.67226,-5.25868,-24.44548,51.50700,0.54300,1
,92,0.67225,-5.25865,-24.86685,19.92500,0.23900,1
,93,0.67224,-5.25857,-25.28822,5.24800,0.12700,1
,94,0.67233,-5.25856,-25.70958,1.05100,0.11700,1
,42,0.79646,-5.46691,-3.79842,2.54100,0.16300,1
,43,0.79644,-5.46681,-4.21979,1.90400,0.11500,1
,46,0.79519,-5.46730,-5.48389,5.12800,0.13100,1
,47,0.79520,-5.46725,-5.90526,11.02700,0.19400,1
,48,0.79519,-5.46721,-6.32663,14.09400,0.26500,1
,49,0.79517,-5.46715,-6.74800,12.66400,0.33300,1
,50,0.79508,-5.46701,-7.16937,10.97200,0.38900,1
,51,0.79501,-5.46699,-7.59074,9.23900,0.36500,1
,61,0.74844,-5.49585,-11.80442,1.25700,0.21100,1
,62,0.74846,-5.49572,-12.22579,1.02800,0.16800,1
,79,0.84402,-5.43664,-19.38906,1.47700,0.13000,1
,80,0.79079,-5.46682,-19.81042,2.47300,0.12800,1
,80,0.84380,-5.43640,-19.81042,1.68000,0.12800,1
,81,0.79082,-5.46675,-20.23179,8.30800,0.16500,1
,82,0.79069,-5.46669,-20.65316,12.60800,0.25300,1
,82,0.79100,-5.46672,-20.65316,9.45600,0.25300,1
,83,0.78957,-5.46749,-21.07453,8.12000,0.32900,1
,83,0.79082,-5.46666,-21.07453,26.04900,0.32900,1
,84,0.78957,-5.46746,-21.49590,13.95900,0.34800,1
,84,0.79087,-5.46671,-21.49590,23.45700,0.34800,1
,85,0.78960,-5.46746,-21.91727,18.95800,0.33300,1
,85,0.79090,-5.46690,-21.91727,11.90700,0.33300,1
,85,0.79117,-5.46671,-21.91727,6.29900,0.33300,1
,86,0.78961,-5.46742,-22.33864,18.25200,0.31800,1
,86,0.79102,-5.46701,-22.33864,5.80100,0.31800,1
,86,0.79130,-5.46682,-22.33864,2.85000,0.31800,1
,87,0.78962,-5.46744,-22.76000,9.25200,0.42500,1
,111,0.85974,-5.42107,-32.87285,1.95600,0.11400,1
,112,0.85970,-5.42099,-33.29422,5.03100,0.12800,1
,113,0.85969,-5.42105,-33.71559,8.86800,0.15200,1
,114,0.85964,-5.42106,-34.13696,11.27900,0.16700,1
,115,0.85961,-5.42112,-34.55832,11.62600,0.16600,1
,116,0.85898,-5.42223,-34.97969,1.54700,0.15200,1
,116,0.85958,-5.42107,-34.97969,10.60100,0.15800,1
,116,0.85987,-5.42269,-34.97969,10.95300,0.15800,1
,117,0.85910,-5.42227,-35.40106,1.16700,0.13800,1
,117,0.85957,-5.42106,-35.40106,7.21200,0.14100,1
,117,0.85990,-5.42271,-35.40106,1.54700,0.14100,1
,118,0.85939,-5.42093,-35.82243,2.31900,0.11800,1
,118,0.85977,-5.42127,-35.82243,1.40100,0.11800,1
