,#NO,RA,DEC,VLSR,FLUX,DFLUX,??
,83,0.84201,-5.44463,-21.05509,1.74900,0.12000,1
,83,0.84294,-5.44471,-21.05509,3.42500,0.11800,1
,84,0.79133,-5.47516,-21.47639,1.53200,0.11200,1
,84,0.79230,-5.47636,-21.47639,2.32400,0.11300,1
,84,0.84224,-5.44474,-21.47639,1.14800,0.10600,1
,84,0.84283,-5.44409,-21.47639,2.01900,0.11400,1
,85,0.79130,-5.47528,-21.89768,1.76300,0.12700,1
,85,0.79226,-5.47648,-21.89768,1.63400,0.12800,1
,86,0.79172,-5.47502,-22.31897,1.01600,0.11500,1
,86,0.79197,-5.47625,-22.31897,1.06100,0.10700,1
,87,0.79194,-5.47575,-22.74027,1.14400,0.09100,1
,90,0.74229,-5.40422,-24.00415,1.28000,0.20800,1
,91,0.74243,-5.40464,-24.42544,1.14600,0.18200,1
