,#NO,RA,DEC,VLSR,FLUX,DFLUX,??
,45,0.02069,0.05822,-5.04000,5.31000,0.40000,1
,45,0.02879,0.06511,-5.04000,16.64100,0.42000,1
,46,-0.00096,0.00829,-5.46130,16.29500,0.51400,1
,46,0.02871,0.06522,-5.46130,12.08700,0.51400,1
,46,0.02910,0.06503,-5.46130,4.20900,0.51400,1
,47,-0.04726,-0.07989,-5.88259,23.32100,0.82300,1
,47,-0.04679,-0.08178,-5.88259,6.71900,0.82300,1
,47,-0.00100,0.00832,-5.88259,29.57100,0.82300,1
,48,-0.05117,-0.05569,-6.30388,21.91000,1.81400,1
,48,-0.04732,-0.07975,-6.30388,69.27600,1.81400,1
,48,-0.04686,-0.08161,-6.30388,21.43000,1.81400,1
,49,-0.05118,-0.05588,-6.72517,103.65300,3.60500,1
,49,-0.04735,-0.07972,-6.72517,93.92300,3.60500,1
,49,-0.00009,-0.00010,-6.72517,125.49000,3.60500,1
,49,0.00014,0.00015,-6.72517,75.58500,3.60500,1
,50,-0.05120,-0.05585,-7.14647,165.56000,5.57900,1
,50,-0.04733,-0.07962,-7.14647,49.50800,5.57900,1
,50,-0.00002,0.00001,-7.14647,386.39999,5.57900,1
,50,0.00047,-0.00196,-7.14647,83.82200,5.57900,1
,51,-0.05193,-0.05935,-7.56776,66.91400,5.77800,1
,51,-0.05135,-0.05575,-7.56776,84.84100,5.77800,1
,51,-0.05094,-0.05605,-7.56776,51.28900,5.77800,1
,51,-0.00055,0.00199,-7.56776,107.63700,5.77800,1
,51,-0.00001,0.00002,-7.56776,463.85999,5.77800,1
,51,0.00049,-0.00194,-7.56776,100.41700,5.77800,1
,52,-0.05202,-0.05957,-7.98905,63.93700,4.40900,1
,52,-0.05167,-0.05959,-7.98905,32.67400,4.40900,1
,52,-0.00288,0.00338,-7.98905,61.33400,4.40900,1
,52,-0.00287,0.00425,-7.98905,29.14000,4.40900,1
,52,-0.00049,0.00199,-7.98905,73.25800,4.40900,1
,52,0.00004,-0.00003,-7.98905,331.45801,4.40900,1
,52,0.00053,-0.00195,-7.98905,76.09400,4.40900,1
,53,-0.00301,0.00370,-8.41035,83.57800,3.26500,1
,53,-0.00034,0.00179,-8.41035,45.97500,3.26500,1
,53,0.00015,-0.00017,-8.41035,182.57600,3.26500,1
,54,-0.00322,0.00358,-8.83164,19.69900,2.14800,1
,54,-0.00295,0.00375,-8.83164,45.80900,2.14800,1
,54,0.00021,-0.00030,-8.83164,93.69100,2.14800,1
,55,-0.00308,0.00373,-9.25293,19.77000,1.35400,1
,55,0.00025,-0.00043,-9.25293,34.53100,1.35400,1
,55,0.00324,0.01591,-9.25293,35.91500,1.33500,1
,55,0.06000,0.09394,-9.25293,48.90800,1.35400,1
,56,0.00339,0.01579,-9.67423,44.81200,1.04800,1
,57,0.00298,0.01783,-10.09552,15.15700,1.02500,1
,57,0.00352,0.01580,-10.09552,57.86000,1.02300,1
,57,0.00405,0.01380,-10.09552,15.01100,1.02500,1
,57,0.02216,0.03876,-10.09552,6.61400,1.02500,1
,57,0.02220,0.03784,-10.09552,10.62300,1.02500,1
,57,0.05491,0.07148,-10.09552,10.24000,1.02500,1
,58,0.00300,0.01811,-10.51681,10.93800,1.15600,1
,58,0.00312,0.01769,-10.51681,40.00600,1.15600,1
,58,0.00360,0.01583,-10.51681,72.18500,1.15600,1
,58,0.00412,0.01378,-10.51681,16.86300,1.15600,1
,58,0.02213,0.03811,-10.51681,14.68000,1.15600,1
,58,0.02245,0.03823,-10.51681,10.22600,1.15600,1
,58,0.05481,0.07116,-10.51681,7.34700,1.15600,1
,58,0.05493,0.07175,-10.51681,10.46300,1.15600,1
,59,0.00307,0.01810,-10.93811,10.90600,1.18700,1
,59,0.00316,0.01769,-10.93811,40.33000,1.18700,1
,59,0.00363,0.01584,-10.93811,72.43700,1.18700,1
,59,0.00416,0.01376,-10.93811,16.68000,1.18700,1
,59,0.02209,0.03819,-10.93811,11.50300,1.18700,1
,59,0.02241,0.03830,-10.93811,8.53300,1.18700,1
,59,0.05488,0.07152,-10.93811,11.82000,1.18700,1
,60,0.00362,0.01585,-11.35940,50.06900,1.18100,1
,60,0.04903,0.07544,-11.35940,53.51600,1.18100,1
,60,0.04966,0.07316,-11.35940,11.58700,1.18100,1
,60,0.05193,0.07097,-11.35940,8.43500,1.18100,1
,60,0.05238,0.07045,-11.35940,8.08300,1.18100,1
,61,0.00360,0.01583,-11.78069,24.83600,1.65100,1
,61,0.04900,0.07549,-11.78069,113.96600,1.65100,1
,61,0.05225,0.07096,-11.78069,12.38600,1.61600,1
,62,0.04897,0.07550,-12.20199,180.85800,2.45100,1
,63,0.04896,0.07551,-12.62328,190.09500,2.56900,1
,64,0.04403,0.07553,-13.04457,11.27600,1.66000,1
,64,0.04409,0.07666,-13.04457,10.43200,1.66000,1
,64,0.04896,0.07553,-13.04457,123.81200,1.66000,1
,65,0.04401,0.07557,-13.46587,4.22500,0.66200,1
,65,0.04406,0.07674,-13.46587,4.16200,0.66200,1
,65,0.04896,0.07555,-13.46587,49.08400,0.66200,1
,66,0.04896,0.07550,-13.88716,11.80200,0.23800,1
,66,0.05210,0.08018,-13.88716,8.02400,0.23700,1
,67,0.05214,0.08015,-14.30845,17.57100,0.30900,1
,68,0.04616,0.07725,-14.72975,10.64100,0.39000,1
,68,0.05216,0.08018,-14.72975,19.18200,0.39000,1
,69,0.04622,0.07741,-15.15104,17.18700,0.35500,1
,69,0.05219,0.08020,-15.15104,10.05000,0.35300,1
,70,0.04629,0.07752,-15.57233,18.64200,0.28700,1
,71,0.04637,0.07758,-15.99362,11.77500,0.18000,1
,72,0.04640,0.07761,-16.41492,4.11800,0.09400,1
,72,0.06407,0.08735,-16.41492,1.43800,0.09400,1
,72,0.06658,0.08899,-16.41492,2.24800,0.09400,1
,73,0.06405,0.08728,-16.83621,2.10500,0.07700,1
,73,0.06673,0.08889,-16.83621,2.93000,0.07700,1
,74,0.06514,0.08852,-17.25750,1.55200,0.07700,1
,74,0.06691,0.08872,-17.25750,2.20500,0.07700,1
,75,0.04106,0.04834,-17.67880,2.09200,0.07900,1
,75,0.06513,0.08852,-17.67880,1.40000,0.07900,1
,75,0.06841,0.08999,-17.67880,1.94100,0.07900,1
,76,0.04110,0.04837,-18.10009,5.84100,0.11400,1
,76,0.06843,0.09014,-18.10009,2.78300,0.11500,1
,77,0.04113,0.04828,-18.52138,11.06100,0.17800,1
,77,0.04433,0.04458,-18.52138,1.19400,0.17900,1
,78,0.04114,0.04822,-18.94268,13.07500,0.19800,1
,78,0.04434,0.04459,-18.94268,1.33200,0.19900,1
,79,0.04114,0.04817,-19.36397,9.28500,0.13900,1
,79,0.04433,0.04409,-19.36397,1.13200,0.13800,1
,80,0.04113,0.04815,-19.78526,4.01800,0.06700,1
,81,0.04110,0.04808,-20.20656,1.20600,0.05600,1
,83,0.02729,0.02958,-21.04914,1.04500,0.08400,1
,84,0.02732,0.02964,-21.47044,1.83100,0.06600,1
,85,0.02733,0.02958,-21.89173,2.83900,0.06600,1
,85,0.04158,0.02149,-21.89173,1.85700,0.06600,1
,86,0.02729,0.02952,-22.31302,4.40300,0.08700,1
,86,0.04155,0.02148,-22.31302,2.45800,0.08700,1
,87,0.02726,0.02937,-22.73432,7.08400,0.12300,1
,87,0.02768,0.02752,-22.73432,3.71800,0.12300,1
,87,0.03039,0.02534,-22.73432,1.13800,0.12300,1
,87,0.04143,0.02137,-22.73432,1.94900,0.12300,1
,88,0.02724,0.02920,-23.15561,11.09100,0.16600,1
,88,0.02771,0.02720,-23.15561,2.73900,0.16600,1
,88,0.03035,0.02515,-23.15561,1.29500,0.16400,1
,89,0.02721,0.02908,-23.57690,15.26100,0.21100,1
,89,0.04008,0.00875,-23.57690,1.19700,0.21100,1
,90,0.02667,0.03125,-23.99820,2.58200,0.25900,1
,90,0.02673,0.03088,-23.99820,9.38800,0.25900,1
,90,0.02719,0.02897,-23.99820,18.98800,0.25900,1
,91,0.02667,0.03107,-24.41949,3.30000,0.28200,1
,91,0.02674,0.03068,-24.41949,12.04200,0.28200,1
,91,0.02717,0.02891,-24.41949,20.62500,0.28200,1
,92,0.02665,0.03106,-24.84078,2.80500,0.25200,1
,92,0.02673,0.03068,-24.84078,10.36100,0.25200,1
,92,0.02698,0.02715,-24.84078,4.07800,0.25200,1
,92,0.02717,0.02888,-24.84078,18.43700,0.25200,1
,92,0.02767,0.02687,-24.84078,3.95600,0.25200,1
,93,0.02719,0.02888,-25.26207,12.59900,0.17800,1
,94,0.02668,0.03109,-25.68337,1.02400,0.10300,1
,94,0.02677,0.03069,-25.68337,3.91800,0.10300,1
,94,0.02722,0.02891,-25.68337,6.73100,0.10300,1
,95,0.02648,0.03060,-26.10466,1.03900,0.05600,1
,95,0.02731,0.02884,-26.10466,3.09500,0.05600,1
,96,0.02745,0.02877,-26.52595,1.13000,0.03500,1
,100,0.03626,0.01710,-28.21113,1.13200,0.05100,1
,101,0.03631,0.01715,-28.63242,1.73300,0.05800,1
,102,0.03632,0.01719,-29.05371,1.52200,0.06300,1
,30,0.00871,0.04701,1.27940,1.28800,0.03300,1
,31,0.00875,0.04690,0.85810,1.64700,0.03600,1
,33,0.02855,0.06709,0.01552,1.39400,0.06200,1
,33,0.02897,0.06527,0.01552,2.35500,0.06200,1
,33,0.06240,0.09150,0.01552,2.58600,0.06200,1
,34,0.02851,0.06709,-0.40578,3.11000,0.14500,1
,34,0.02895,0.06531,-0.40578,5.35400,0.14500,1
,34,0.02938,0.06343,-0.40578,1.38500,0.14500,1
,34,0.06239,0.09144,-0.40578,7.63500,0.14500,1
,35,0.02851,0.06722,-0.82707,1.66200,0.17300,1
,35,0.02894,0.06533,-0.82707,6.35200,0.17300,1
,35,0.02939,0.06343,-0.82707,1.66400,0.17300,1
,35,0.06235,0.09140,-0.82707,9.13400,0.17300,1
,36,0.02894,0.06531,-1.24836,4.71000,0.11100,1
,36,0.06228,0.09133,-1.24836,5.16000,0.11100,1
,37,0.02895,0.06528,-1.66966,2.85400,0.06200,1
,37,0.06222,0.09142,-1.66966,1.46500,0.06200,1
,38,0.02892,0.06559,-2.09095,1.05300,0.09100,1
,38,0.06140,0.09048,-2.09095,2.49800,0.09100,1
,39,0.06140,0.09044,-2.51224,3.90400,0.12500,1
,40,0.01095,0.04415,-2.93354,1.13600,0.13700,1
,40,0.01135,0.04401,-2.93354,1.06800,0.13900,1
,40,0.02219,0.05874,-2.93354,3.51900,0.13900,1
,40,0.06143,0.09032,-2.93354,3.63800,0.13900,1
,41,0.01119,0.04407,-3.35483,6.29800,0.25800,1
,41,0.02216,0.05872,-3.35483,13.61300,0.25800,1
,42,0.01120,0.04406,-3.77612,11.40100,0.40300,1
,42,0.02217,0.05869,-3.77612,22.65500,0.40300,1
,42,0.02270,0.05678,-3.77612,5.66500,0.40300,1
,43,0.01121,0.04407,-4.19742,11.63100,0.42500,1
,43,0.02217,0.05865,-4.19742,19.32800,0.42500,1
,43,0.02271,0.05679,-4.19742,4.73400,0.42500,1
,43,0.02855,0.06541,-4.19742,6.74400,0.42500,1
,43,0.02894,0.06519,-4.19742,3.78100,0.42500,1
,44,0.01124,0.04412,-4.61871,7.43600,0.38400,1
,44,0.02219,0.05860,-4.61871,6.43400,0.38400,1
,44,0.02874,0.06520,-4.61871,13.66300,0.38400,1
,44,0.06178,0.09059,-4.61871,9.49200,0.38400,1
,45,0.02067,0.05815,-5.04000,5.33400,0.39600,1
,45,0.02878,0.06515,-5.04000,16.84300,0.41500,1
,45,0.06169,0.09061,-5.04000,9.32300,0.41500,1
,46,0.02063,0.05843,-5.46130,7.82200,0.45900,1
,46,0.02866,0.06526,-5.46130,9.46000,0.47700,1
,46,0.02900,0.06511,-5.46130,6.57000,0.47700,1
,46,0.06155,0.09058,-5.46130,7.10800,0.47700,1
,47,0.02863,0.06555,-5.88259,6.59100,0.75000,1
,47,0.06112,0.09125,-5.88259,4.30500,0.75000,1
,47,0.06149,0.09010,-5.88259,4.02300,0.75000,1
,50,0.05097,0.05605,-7.14647,43.44400,5.18100,1
,51,0.05114,0.05579,-7.56776,62.50300,5.16400,1
,52,0.05119,0.05569,-7.98905,46.52500,4.15600,1
,55,0.05998,0.09401,-9.25293,46.92500,1.41500,1
,56,0.05999,0.09406,-9.67423,29.05700,1.08100,1
,57,0.02216,0.03876,-10.09552,6.53600,1.02700,1
,57,0.02223,0.03784,-10.09552,10.60600,1.02700,1
,57,0.05487,0.07137,-10.09552,12.92500,1.02700,1
,58,0.02215,0.03886,-10.51681,9.37200,1.13700,1
,58,0.02224,0.03788,-10.51681,14.94700,1.13700,1
,58,0.05472,0.07132,-10.51681,6.95000,1.13700,1
,58,0.05499,0.07154,-10.51681,11.84200,1.13700,1
,58,0.05542,0.07551,-10.51681,8.61100,1.13700,1
,58,0.05569,0.07449,-10.51681,7.10200,1.13700,1
,59,0.02215,0.03878,-10.93811,9.04700,1.15100,1
,59,0.02220,0.03784,-10.93811,10.38600,1.15100,1
,59,0.04912,0.07515,-10.93811,16.04700,1.15100,1
,59,0.05470,0.07144,-10.93811,6.10100,1.15100,1
,59,0.05501,0.07162,-10.93811,9.61600,1.15100,1
,59,0.05539,0.07520,-10.93811,10.68700,1.15100,1
,59,0.05581,0.07489,-10.93811,8.47300,1.15100,1
,60,0.04903,0.07546,-11.35940,52.81900,1.13400,1
,60,0.04955,0.07344,-11.35940,13.94300,1.13400,1
,60,0.05218,0.07071,-11.35940,11.55900,1.13400,1
,61,0.04900,0.07550,-11.78069,112.32300,1.60100,1
,61,0.04947,0.07356,-11.78069,29.17500,1.60100,1
,61,0.05210,0.07129,-11.78069,14.86500,1.60100,1
,62,0.04897,0.07551,-12.20199,176.86200,2.39800,1
,62,0.04943,0.07358,-12.20199,45.76600,2.39800,1
,63,0.04896,0.07552,-12.62328,186.05299,2.52100,1
,64,0.04407,0.07569,-13.04457,14.42700,1.62300,1
,64,0.04414,0.07673,-13.04457,10.93000,1.62300,1
,64,0.04896,0.07554,-13.04457,121.01600,1.62300,1
,65,0.04406,0.07569,-13.46587,5.72400,0.65800,1
,65,0.04411,0.07681,-13.46587,4.03100,0.65800,1
,65,0.04896,0.07555,-13.46587,48.33200,0.65800,1
,66,0.04896,0.07551,-13.88716,11.85300,0.24000,1
,66,0.05210,0.08013,-13.88716,7.79500,0.24000,1
,67,0.04242,0.09928,-14.30845,6.17000,0.32300,1
,67,0.05213,0.08015,-14.30845,17.40200,0.32200,1
,68,0.04244,0.09934,-14.72975,6.68300,0.40800,1
,68,0.04613,0.07732,-14.72975,10.78700,0.40800,1
,68,0.05216,0.08017,-14.72975,19.02600,0.40800,1
,69,0.04620,0.07744,-15.15104,17.57200,0.36400,1
,69,0.05218,0.08021,-15.15104,9.80300,0.36200,1
,70,0.04628,0.07754,-15.57233,18.55800,0.28700,1
,71,0.04636,0.07759,-15.99362,11.67900,0.18500,1
,72,0.04638,0.07762,-16.41492,4.12000,0.10400,1
,72,0.06405,0.08752,-16.41492,1.37500,0.10400,1
,72,0.06660,0.08895,-16.41492,2.03300,0.10400,1
,73,0.06405,0.08730,-16.83621,2.10400,0.07800,1
,73,0.06672,0.08888,-16.83621,2.92500,0.07800,1
,74,0.06516,0.08855,-17.25750,1.51700,0.07600,1
,74,0.06681,0.08889,-17.25750,2.51000,0.07600,1
,75,0.04104,0.04825,-17.67880,1.97500,0.08300,1
,75,0.06514,0.08853,-17.67880,1.44200,0.08300,1
,76,0.04110,0.04838,-18.10009,5.96100,0.11800,1
,77,0.04101,0.04219,-18.52138,1.00700,0.17800,1
,77,0.04113,0.04829,-18.52138,11.08700,0.17700,1
,77,0.04437,0.04442,-18.52138,1.26000,0.17800,1
,78,0.04113,0.04268,-18.94268,1.13800,0.19100,1
,78,0.04114,0.04822,-18.94268,13.14500,0.19000,1
,78,0.04437,0.04446,-18.94268,1.44700,0.19100,1
,79,0.04114,0.04818,-19.36397,9.44000,0.13100,1
,79,0.04438,0.04424,-19.36397,1.06900,0.13200,1
,80,0.04113,0.04816,-19.78526,4.08000,0.06500,1
,81,0.04110,0.04812,-20.20656,1.20200,0.04700,1
,83,0.02729,0.02967,-21.04914,1.08500,0.06400,1
,84,0.02733,0.02964,-21.47044,1.80600,0.05700,1
,85,0.02732,0.02961,-21.89173,2.85700,0.06200,1
,85,0.04160,0.02148,-21.89173,1.87900,0.06200,1
,86,0.02730,0.02951,-22.31302,4.41500,0.08800,1
,86,0.04156,0.02146,-22.31302,2.46800,0.08800,1
,87,0.02727,0.02935,-22.73432,7.17300,0.12800,1
,87,0.03040,0.02524,-22.73432,1.20200,0.12800,1
,87,0.04150,0.02145,-22.73432,1.35000,0.12800,1
,88,0.02725,0.02920,-23.15561,11.15200,0.16800,1
,88,0.03038,0.02500,-23.15561,1.33800,0.16700,1
,88,0.04140,0.02087,-23.15561,1.08800,0.16900,1
,89,0.02677,0.03104,-23.57690,4.25800,0.20900,1
,89,0.02721,0.02908,-23.57690,15.37300,0.20900,1
,89,0.03982,0.00757,-23.57690,1.05600,0.20900,1
,89,0.04009,0.00890,-23.57690,1.13700,0.20900,1
,90,0.02672,0.03101,-23.99820,4.59600,0.25400,1
,90,0.02719,0.02897,-23.99820,19.18400,0.25400,1
,90,0.03978,0.00756,-23.99820,1.36000,0.25300,1
,90,0.04006,0.00883,-23.99820,1.58400,0.25400,1
,91,0.02672,0.03083,-24.41949,5.76300,0.27900,1
,91,0.02717,0.02890,-24.41949,20.75900,0.27900,1
,92,0.02670,0.03082,-24.84078,4.96900,0.24700,1
,92,0.02717,0.02887,-24.84078,18.52100,0.24700,1
,93,0.02719,0.02888,-25.26207,12.76500,0.17300,1
,93,0.02762,0.02711,-25.26207,10.46700,0.17300,1
,93,0.02773,0.02674,-25.26207,2.01000,0.17300,1
,94,0.02723,0.02889,-25.68337,6.73000,0.10200,1
,94,0.02772,0.02700,-25.68337,1.81600,0.10200,1
,95,0.02731,0.02884,-26.10466,3.09000,0.05600,1
,96,0.02745,0.02880,-26.52595,1.11400,0.03700,1
,100,0.03627,0.01710,-28.21113,1.13200,0.05700,1
,101,0.03631,0.01716,-28.63242,1.75800,0.06400,1
,102,0.03631,0.01722,-29.05371,1.52200,0.07100,1
,127,0.08845,0.12341,-39.58604,1.09900,0.02800,1
,128,0.08847,0.12345,-40.00734,1.47400,0.03000,1
,129,0.08848,0.12343,-40.42863,1.19400,0.02800,1
,143,0.11832,0.11964,-46.32673,1.17800,0.02800,1
,144,0.11834,0.11959,-46.74803,1.26400,0.02900,1
,150,0.11264,0.11875,-49.27579,1.23600,0.03100,1
,151,0.11260,0.11883,-49.69708,1.89500,0.03400,1
,37,0.41585,-2.39572,-1.66966,3.33300,0.06100,1
,37,0.41627,-2.39749,-1.66966,2.03900,0.06100,1
,38,0.41586,-2.39579,-2.09095,11.85900,0.18700,1
,38,0.41638,-2.39787,-2.09095,2.84600,0.18700,1
,39,0.41587,-2.39592,-2.51224,18.22700,0.30000,1
,39,0.41639,-2.39818,-2.51224,6.83300,0.30300,1
,40,0.41582,-2.39580,-2.93354,14.43900,0.33200,1
,40,0.41642,-2.39861,-2.93354,13.37700,0.33200,1
,41,0.41592,-2.39632,-3.35483,7.89500,0.34200,1
,41,0.41648,-2.39889,-3.35483,19.20100,0.33600,1
,42,0.41652,-2.39915,-3.77612,12.37500,0.23400,1
,43,0.41651,-2.39952,-4.19742,2.18200,0.13400,1
,119,0.82700,-4.01680,-36.21570,1.72000,0.03600,1
,120,0.82718,-4.01680,-36.63699,2.30100,0.04500,1
,121,0.82728,-4.01677,-37.05828,1.80300,0.03900,1
,146,0.86809,-4.01924,-47.59061,1.01700,0.03000,1
,147,0.86809,-4.01922,-48.01191,2.76600,0.05400,1
,148,0.86807,-4.01918,-48.43320,3.46700,0.06400,1
,149,0.86807,-4.01915,-48.85449,2.47700,0.04800,1
,150,0.86811,-4.01913,-49.27579,1.40000,0.03500,1
,94,0.89725,-4.83298,-25.68337,1.47700,0.04500,1
,95,0.89722,-4.83291,-26.10466,2.46000,0.05000,1
,96,0.89722,-4.83290,-26.52595,3.32900,0.06300,1
,97,0.89242,-4.83207,-26.94725,1.09900,0.08200,1
,97,0.89721,-4.83288,-26.94725,4.40200,0.08200,1
,98,0.89241,-4.83220,-27.36854,1.52300,0.10800,1
,98,0.89719,-4.83292,-27.36854,5.79700,0.10800,1
,98,0.90453,-4.83783,-27.36854,1.04500,0.10700,1
,99,0.89230,-4.83223,-27.78983,1.88800,0.13400,1
,99,0.89715,-4.83301,-27.78983,6.90500,0.13300,1
,99,0.90351,-4.83480,-27.78983,1.28600,0.13200,1
,99,0.90460,-4.83818,-27.78983,1.30600,0.13400,1
,100,0.89710,-4.83305,-28.21113,7.78100,0.15400,1
,100,0.90021,-4.83749,-28.21113,1.09900,0.15500,1
,100,0.90346,-4.83494,-28.21113,1.43700,0.15300,1
,100,0.90436,-4.83812,-28.21113,1.06900,0.15600,1
,101,0.85256,-4.89445,-28.63242,1.04800,0.18100,1
,101,0.89706,-4.83303,-28.63242,9.51300,0.18100,1
,101,0.90017,-4.83771,-28.63242,1.11200,0.18100,1
,101,0.90449,-4.83815,-28.63242,1.67500,0.18000,1
,102,0.85253,-4.89452,-29.05371,1.17000,0.20500,1
,102,0.89704,-4.83299,-29.05371,11.33400,0.20500,1
,103,0.85232,-4.89445,-29.47501,1.13300,0.21000,1
,103,0.89701,-4.83299,-29.47501,11.82500,0.21000,1
,104,0.89700,-4.83303,-29.89630,10.57200,0.18600,1
,104,0.90436,-4.83810,-29.89630,1.92400,0.18500,1
,105,0.89698,-4.83308,-30.31759,7.88600,0.14200,1
,105,0.90445,-4.83825,-30.31759,1.44000,0.14200,1
,106,0.89695,-4.83313,-30.73889,4.80600,0.08900,1
,107,0.89692,-4.83313,-31.16018,2.35800,0.05000,1
,54,0.61786,-5.35129,-8.83164,5.57900,0.54200,1
,54,0.61846,-5.35080,-8.83164,7.92700,0.56200,1
,55,0.61792,-5.35107,-9.25293,10.73000,0.49600,1
,55,0.61840,-5.35051,-9.25293,11.52400,0.51500,1
,56,0.61811,-5.35072,-9.67423,19.93700,0.53900,1
,57,0.61761,-5.35029,-10.09552,15.20800,0.60000,1
,57,0.61819,-5.35026,-10.09552,11.83800,0.62900,1
,58,0.61748,-5.35012,-10.51681,15.93900,0.67400,1
,60,0.62392,-5.35361,-11.35940,3.19600,0.61200,1
,60,0.62407,-5.35280,-11.35940,4.17300,0.60700,1
,61,0.62394,-5.35324,-11.78069,4.91800,0.59900,1
,65,0.61250,-5.34856,-13.46587,1.27900,0.24400,1
,65,0.61736,-5.34945,-13.46587,1.48300,0.24400,1
,65,0.61743,-5.35055,-13.46587,2.94300,0.24100,1
,66,0.61261,-5.34877,-13.88716,1.37600,0.12000,1
,66,0.61745,-5.34929,-13.88716,2.14900,0.12000,1
,66,0.61750,-5.35037,-13.88716,2.08300,0.12000,1
,67,0.61262,-5.34862,-14.30845,1.45500,0.13200,1
,67,0.61738,-5.34977,-14.30845,2.06900,0.13200,1
,67,0.61770,-5.34970,-14.30845,2.27000,0.13200,1
,67,0.62388,-5.35230,-14.30845,1.11500,0.12800,1
,68,0.61755,-5.34917,-14.72975,2.72700,0.14200,1
,68,0.61764,-5.35019,-14.72975,2.04000,0.14200,1
,68,0.62390,-5.35223,-14.72975,1.14300,0.13800,1
,69,0.61757,-5.34902,-15.15104,2.13200,0.11200,1
,69,0.61762,-5.35003,-15.15104,1.94700,0.11200,1
,70,0.61762,-5.34968,-15.57233,1.71000,0.11000,1
,80,0.69060,-5.29242,-19.78526,1.21300,0.04400,1
,81,0.68967,-5.29138,-20.20656,2.20700,0.08300,1
,81,0.69069,-5.29254,-20.20656,2.92200,0.08300,1
,82,0.69014,-5.29204,-20.62785,4.53700,0.12600,1
,82,0.69079,-5.29227,-20.62785,1.97000,0.13100,1
,82,0.69741,-5.29614,-20.62785,1.13400,0.12800,1
,83,0.69023,-5.29134,-21.04914,1.73600,0.13700,1
,83,0.69032,-5.29237,-21.04914,5.24000,0.13500,1
,83,0.69731,-5.29608,-21.04914,1.30200,0.13500,1
,84,0.69031,-5.29217,-21.47044,4.44500,0.09900,1
,84,0.69751,-5.29658,-21.47044,1.05400,0.10100,1
,85,0.69029,-5.29214,-21.89173,2.39100,0.05600,1
,70,0.85477,-5.44435,-15.57233,3.01700,0.11200,1
,71,0.84984,-5.44338,-15.99362,1.49200,0.12800,1
,71,0.85466,-5.44369,-15.99362,3.43700,0.12800,1
,71,0.85476,-5.44467,-15.99362,3.76000,0.12800,1
,71,0.86211,-5.44937,-15.99362,1.25400,0.12800,1
,72,0.84983,-5.44341,-16.41492,1.25500,0.11800,1
,72,0.85443,-5.44434,-16.41492,1.58700,0.11800,1
,72,0.85474,-5.44414,-16.41492,4.81000,0.11800,1
,72,0.86205,-5.44929,-16.41492,1.27500,0.11800,1
,73,0.85462,-5.44381,-16.83621,2.42900,0.06600,1
